"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1988-02","Feb-1988","PC","Percentage","0","Units",,,1.06126687841856,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1988-03","Mar-1988","PC","Percentage","0","Units",,,5.15435735398601,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1988-04","Apr-1988","PC","Percentage","0","Units",,,2.06880096714406,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1988-05","May-1988","PC","Percentage","0","Units",,,2.48294697355503,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1988-06","Jun-1988","PC","Percentage","0","Units",,,-1.83707233410087,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1988-07","Jul-1988","PC","Percentage","0","Units",,,2.66414121673678,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1988-08","Aug-1988","PC","Percentage","0","Units",,,-5.10739471215139,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1988-09","Sep-1988","PC","Percentage","0","Units",,,-1.60569066106888,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1988-10","Oct-1988","PC","Percentage","0","Units",,,13.6861109644942,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1988-11","Nov-1988","PC","Percentage","0","Units",,,0.199163268800909,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1988-12","Dec-1988","PC","Percentage","0","Units",,,-1.00685347483894,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-01","Jan-1989","PC","Percentage","0","Units",,,2.01405075693065,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-02","Feb-1989","PC","Percentage","0","Units",,,-0.796381100578486,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-03","Mar-1989","PC","Percentage","0","Units",,,-4.63193465254972,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-04","Apr-1989","PC","Percentage","0","Units",,,4.43673470829802,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-05","May-1989","PC","Percentage","0","Units",,,-5.37468655705151,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-06","Jun-1989","PC","Percentage","0","Units",,,-2.13509929656015,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-07","Jul-1989","PC","Percentage","0","Units",,,7.93249310216952,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-08","Aug-1989","PC","Percentage","0","Units",,,-2.79429184813314,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-09","Sep-1989","PC","Percentage","0","Units",,,1.38213037558519,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-10","Oct-1989","PC","Percentage","0","Units",,,-1.76315572649599,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-11","Nov-1989","PC","Percentage","0","Units",,,-0.580146037493306,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-12","Dec-1989","PC","Percentage","0","Units",,,-0.908977716471023,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-01","Jan-1990","PC","Percentage","0","Units",,,10.6608333465758,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-02","Feb-1990","PC","Percentage","0","Units",,,-2.04728594950895,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-03","Mar-1990","PC","Percentage","0","Units",,,0.733225681543325,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-04","Apr-1990","PC","Percentage","0","Units",,,1.4702635530537,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-05","May-1990","PC","Percentage","0","Units",,,-0.47373012186998,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-06","Jun-1990","PC","Percentage","0","Units",,,1.02127721972743,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-07","Jul-1990","PC","Percentage","0","Units",,,5.69878051920347,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-08","Aug-1990","PC","Percentage","0","Units",,,0.494238829525647,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-09","Sep-1990","PC","Percentage","0","Units",,,0.467336418274161,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-10","Oct-1990","PC","Percentage","0","Units",,,2.89322937465998,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-11","Nov-1990","PC","Percentage","0","Units",,,-0.917284329175538,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-12","Dec-1990","PC","Percentage","0","Units",,,-4.57113684829625,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-01","Jan-1991","PC","Percentage","0","Units",,,2.94927891963145,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-02","Feb-1991","PC","Percentage","0","Units",,,-5.35096862621725,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-03","Mar-1991","PC","Percentage","0","Units",,,-0.90001574220201,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-04","Apr-1991","PC","Percentage","0","Units",,,-9.09160214653491,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-05","May-1991","PC","Percentage","0","Units",,,0.884969633463019,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-06","Jun-1991","PC","Percentage","0","Units",,,-0.858341954937321,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-07","Jul-1991","PC","Percentage","0","Units",,,-1.82164780917053,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-08","Aug-1991","PC","Percentage","0","Units",,,7.428759145869,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-09","Sep-1991","PC","Percentage","0","Units",,,-1.24705444658372,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-10","Oct-1991","PC","Percentage","0","Units",,,-0.601072244031527,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-11","Nov-1991","PC","Percentage","0","Units",,,5.25602054834884,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-12","Dec-1991","PC","Percentage","0","Units",,,0.986999214283757,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1992-01","Jan-1992","PC","Percentage","0","Units",,,-4.3692901937524,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1992-02","Feb-1992","PC","Percentage","0","Units",,,3.91911261772799,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1992-03","Mar-1992","PC","Percentage","0","Units",,,-3.73764806331114,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1992-04","Apr-1992","PC","Percentage","0","Units",,,6.57842129534467,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1992-05","May-1992","PC","Percentage","0","Units",,,2.74481979475427,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1992-06","Jun-1992","PC","Percentage","0","Units",,,-2.5896188862177,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1992-07","Jul-1992","PC","Percentage","0","Units",,,6.36379484700115,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1992-08","Aug-1992","PC","Percentage","0","Units",,,4.33918531526152,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1992-09","Sep-1992","PC","Percentage","0","Units",,,-8.68865323230316,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1992-10","Oct-1992","PC","Percentage","0","Units",,,-6.27066621159318,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1992-11","Nov-1992","PC","Percentage","0","Units",,,-2.77613293296324,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1992-12","Dec-1992","PC","Percentage","0","Units",,,1.17070941636633,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1993-01","Jan-1993","PC","Percentage","0","Units",,,-6.42704503826072,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1993-02","Feb-1993","PC","Percentage","0","Units",,,1.22624476380093,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1993-03","Mar-1993","PC","Percentage","0","Units",,,-0.00834513201420035,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1993-04","Apr-1993","PC","Percentage","0","Units",,,5.88712867823878,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1993-05","May-1993","PC","Percentage","0","Units",,,1.34848962304517,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1993-06","Jun-1993","PC","Percentage","0","Units",,,-4.09419623267496,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1993-07","Jul-1993","PC","Percentage","0","Units",,,2.29581176345937,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1993-08","Aug-1993","PC","Percentage","0","Units",,,-4.47807756266518,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1993-09","Sep-1993","PC","Percentage","0","Units",,,7.02698780359844,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1993-10","Oct-1993","PC","Percentage","0","Units",,,-1.00618703579596,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1993-11","Nov-1993","PC","Percentage","0","Units",,,-3.8712556687859,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1993-12","Dec-1993","PC","Percentage","0","Units",,,1.9852119892799,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1994-01","Jan-1994","PC","Percentage","0","Units",,,6.23593542222532,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1994-02","Feb-1994","PC","Percentage","0","Units",,,-2.81937297394815,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1994-03","Mar-1994","PC","Percentage","0","Units",,,4.43212830968442,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1994-04","Apr-1994","PC","Percentage","0","Units",,,-4.04542144260176,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1994-05","May-1994","PC","Percentage","0","Units",,,5.43357414771233,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1994-06","Jun-1994","PC","Percentage","0","Units",,,2.20000708765611,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1994-07","Jul-1994","PC","Percentage","0","Units",,,0.976444704100234,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1994-08","Aug-1994","PC","Percentage","0","Units",,,-2.51083519438751,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1994-09","Sep-1994","PC","Percentage","0","Units",,,2.72002122313595,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1994-10","Oct-1994","PC","Percentage","0","Units",,,6.33736548127565,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1994-11","Nov-1994","PC","Percentage","0","Units",,,-0.46524283891439,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1994-12","Dec-1994","PC","Percentage","0","Units",,,4.09957859611379,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1995-01","Jan-1995","PC","Percentage","0","Units",,,-2.06217954514816,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1995-02","Feb-1995","PC","Percentage","0","Units",,,-0.161324325647828,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1995-03","Mar-1995","PC","Percentage","0","Units",,,0.619948782425383,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1995-04","Apr-1995","PC","Percentage","0","Units",,,8.57189442648115,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1995-05","May-1995","PC","Percentage","0","Units",,,-2.76804557727567,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1995-06","Jun-1995","PC","Percentage","0","Units",,,2.07378621814556,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1995-07","Jul-1995","PC","Percentage","0","Units",,,1.6247386126411,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1995-08","Aug-1995","PC","Percentage","0","Units",,,-2.92191603103424,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1995-09","Sep-1995","PC","Percentage","0","Units",,,4.96144266204214,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1995-10","Oct-1995","PC","Percentage","0","Units",,,0.0074463327699711,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1995-11","Nov-1995","PC","Percentage","0","Units",,,-2.67791470633687,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1995-12","Dec-1995","PC","Percentage","0","Units",,,0.0088306036147681,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1996-01","Jan-1996","PC","Percentage","0","Units",,,1.05987533035264,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1996-02","Feb-1996","PC","Percentage","0","Units",,,1.42284748460931,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1996-03","Mar-1996","PC","Percentage","0","Units",,,0.275624440567712,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1996-04","Apr-1996","PC","Percentage","0","Units",,,1.69744608804988,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1996-05","May-1996","PC","Percentage","0","Units",,,-0.811861187845662,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1996-06","Jun-1996","PC","Percentage","0","Units",,,3.6646450221124,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1996-07","Jul-1996","PC","Percentage","0","Units",,,-2.16401123744736,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1996-08","Aug-1996","PC","Percentage","0","Units",,,-2.21748796742148,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1996-09","Sep-1996","PC","Percentage","0","Units",,,4.19260387758542,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1996-10","Oct-1996","PC","Percentage","0","Units",,,-0.190386682019085,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1996-11","Nov-1996","PC","Percentage","0","Units",,,4.91530395427134,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1996-12","Dec-1996","PC","Percentage","0","Units",,,-0.0915073194601438,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1997-01","Jan-1997","PC","Percentage","0","Units",,,-0.433683236109378,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1997-02","Feb-1997","PC","Percentage","0","Units",,,-0.746599119686043,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1997-03","Mar-1997","PC","Percentage","0","Units",,,-0.0150933419754333,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1997-04","Apr-1997","PC","Percentage","0","Units",,,1.98914093077454,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1997-05","May-1997","PC","Percentage","0","Units",,,-1.09375643238422,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1997-06","Jun-1997","PC","Percentage","0","Units",,,3.52750308502956,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1997-07","Jul-1997","PC","Percentage","0","Units",,,0.385798213797881,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1997-08","Aug-1997","PC","Percentage","0","Units",,,-6.7374718464389,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1997-09","Sep-1997","PC","Percentage","0","Units",,,1.4275373483727,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1997-10","Oct-1997","PC","Percentage","0","Units",,,2.96510946399941,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1997-11","Nov-1997","PC","Percentage","0","Units",,,5.01614864835848,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1997-12","Dec-1997","PC","Percentage","0","Units",,,-0.659922891385016,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1998-01","Jan-1998","PC","Percentage","0","Units",,,-7.86172535763049,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1998-02","Feb-1998","PC","Percentage","0","Units",,,6.80937804366792,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1998-03","Mar-1998","PC","Percentage","0","Units",,,-0.53393624809471,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1998-04","Apr-1998","PC","Percentage","0","Units",,,-2.65551032669777,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1998-05","May-1998","PC","Percentage","0","Units",,,2.38681632049166,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1998-06","Jun-1998","PC","Percentage","0","Units",,,-0.710690627071149,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1998-07","Jul-1998","PC","Percentage","0","Units",,,-1.98985579011593,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1998-08","Aug-1998","PC","Percentage","0","Units",,,-0.372366731653448,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1998-09","Sep-1998","PC","Percentage","0","Units",,,5.92339251926882,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1998-10","Oct-1998","PC","Percentage","0","Units",,,-2.2717143856076,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1998-11","Nov-1998","PC","Percentage","0","Units",,,-0.666667435838895,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1998-12","Dec-1998","PC","Percentage","0","Units",,,-0.198282826528776,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1999-01","Jan-1999","PC","Percentage","0","Units",,,0.726655635393043,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1999-02","Feb-1999","PC","Percentage","0","Units",,,-1.43499657144606,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1999-03","Mar-1999","PC","Percentage","0","Units",,,-0.304045686592715,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1999-04","Apr-1999","PC","Percentage","0","Units",,,-3.86383490167383,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1999-05","May-1999","PC","Percentage","0","Units",,,1.19809826129224,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1999-06","Jun-1999","PC","Percentage","0","Units",,,1.17107725241205,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1999-07","Jul-1999","PC","Percentage","0","Units",,,2.21716831165796,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1999-08","Aug-1999","PC","Percentage","0","Units",,,5.99467228662024,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1999-09","Sep-1999","PC","Percentage","0","Units",,,-1.4311331583458,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1999-10","Oct-1999","PC","Percentage","0","Units",,,3.53359910708693,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1999-11","Nov-1999","PC","Percentage","0","Units",,,-2.66408626848062,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1999-12","Dec-1999","PC","Percentage","0","Units",,,-0.190188624116508,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2000-01","Jan-2000","PC","Percentage","0","Units",,,6.59055424073892,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2000-02","Feb-2000","PC","Percentage","0","Units",,,-5.12106702817472,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2000-03","Mar-2000","PC","Percentage","0","Units",,,-1.31960107692078,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2000-04","Apr-2000","PC","Percentage","0","Units",,,6.59910788078254,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2000-05","May-2000","PC","Percentage","0","Units",,,-8.72896410186185,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2000-06","Jun-2000","PC","Percentage","0","Units",,,3.08835925718209,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2000-07","Jul-2000","PC","Percentage","0","Units",,,5.90270722383792,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2000-08","Aug-2000","PC","Percentage","0","Units",,,-4.1997244155284,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2000-09","Sep-2000","PC","Percentage","0","Units",,,-1.76439064791321,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2000-10","Oct-2000","PC","Percentage","0","Units",,,0.910684094810913,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2000-11","Nov-2000","PC","Percentage","0","Units",,,1.82871393525539,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2000-12","Dec-2000","PC","Percentage","0","Units",,,6.51425466013444,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2001-01","Jan-2001","PC","Percentage","0","Units",,,-1.4812398812911,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2001-02","Feb-2001","PC","Percentage","0","Units",,,-0.312973177945324,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2001-03","Mar-2001","PC","Percentage","0","Units",,,-3.80189334461079,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2001-04","Apr-2001","PC","Percentage","0","Units",,,0.0223383464882403,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","2001-05","May-2001","PC","Percentage","0","Units",,,-3.64605639526567,,
