"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1979-01","Jan-1979","IDX","Index","0","Units","2015_100","2015=100",7.182455,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1979-02","Feb-1979","IDX","Index","0","Units","2015_100","2015=100",7.219047,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1979-03","Mar-1979","IDX","Index","0","Units","2015_100","2015=100",8.191344,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1979-04","Apr-1979","IDX","Index","0","Units","2015_100","2015=100",8.698402,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1979-05","May-1979","IDX","Index","0","Units","2015_100","2015=100",8.672265,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1979-06","Jun-1979","IDX","Index","0","Units","2015_100","2015=100",8.196571,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1979-07","Jul-1979","IDX","Index","0","Units","2015_100","2015=100",7.919519,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1979-08","Aug-1979","IDX","Index","0","Units","2015_100","2015=100",7.95611,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1979-09","Sep-1979","IDX","Index","0","Units","2015_100","2015=100",8.039749,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1979-10","Oct-1979","IDX","Index","0","Units","2015_100","2015=100",8.128615,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1979-11","Nov-1979","IDX","Index","0","Units","2015_100","2015=100",7.334049,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1979-12","Dec-1979","IDX","Index","0","Units","2015_100","2015=100",7.386323,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1980-01","Jan-1980","IDX","Index","0","Units","2015_100","2015=100",7.632011,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1980-02","Feb-1980","IDX","Index","0","Units","2015_100","2015=100",8.144298,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1980-03","Mar-1980","IDX","Index","0","Units","2015_100","2015=100",7.877699,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1980-04","Apr-1980","IDX","Index","0","Units","2015_100","2015=100",7.757469,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1980-05","May-1980","IDX","Index","0","Units","2015_100","2015=100",7.83588,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1980-06","Jun-1980","IDX","Index","0","Units","2015_100","2015=100",8.191344,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1980-07","Jul-1980","IDX","Index","0","Units","2015_100","2015=100",8.703629,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1980-08","Aug-1980","IDX","Index","0","Units","2015_100","2015=100",8.734994,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1980-09","Sep-1980","IDX","Index","0","Units","2015_100","2015=100",8.928408,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1980-10","Oct-1980","IDX","Index","0","Units","2015_100","2015=100",9.095685,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1980-11","Nov-1980","IDX","Index","0","Units","2015_100","2015=100",9.440694,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1980-12","Dec-1980","IDX","Index","0","Units","2015_100","2015=100",9.10614,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1981-01","Jan-1981","IDX","Index","0","Units","2015_100","2015=100",8.813405,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1981-02","Feb-1981","IDX","Index","0","Units","2015_100","2015=100",9.147959,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1981-03","Mar-1981","IDX","Index","0","Units","2015_100","2015=100",9.310009,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1981-04","Apr-1981","IDX","Index","0","Units","2015_100","2015=100",9.973889,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1981-05","May-1981","IDX","Index","0","Units","2015_100","2015=100",10.05753,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1981-06","Jun-1981","IDX","Index","0","Units","2015_100","2015=100",9.827521,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1981-07","Jul-1981","IDX","Index","0","Units","2015_100","2015=100",9.691609,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1981-08","Aug-1981","IDX","Index","0","Units","2015_100","2015=100",10.15162,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1981-09","Sep-1981","IDX","Index","0","Units","2015_100","2015=100",9.487741,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1981-10","Oct-1981","IDX","Index","0","Units","2015_100","2015=100",8.829087,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1981-11","Nov-1981","IDX","Index","0","Units","2015_100","2015=100",9.456376,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1981-12","Dec-1981","IDX","Index","0","Units","2015_100","2015=100",9.670699,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1982-01","Jan-1982","IDX","Index","0","Units","2015_100","2015=100",9.885023,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1982-02","Feb-1982","IDX","Index","0","Units","2015_100","2015=100",10.20912,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1982-03","Mar-1982","IDX","Index","0","Units","2015_100","2015=100",10.16208,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1982-04","Apr-1982","IDX","Index","0","Units","2015_100","2015=100",10.31367,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1982-05","May-1982","IDX","Index","0","Units","2015_100","2015=100",10.72663,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1982-06","Jun-1982","IDX","Index","0","Units","2015_100","2015=100",10.70573,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1982-07","Jul-1982","IDX","Index","0","Units","2015_100","2015=100",10.65345,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1982-08","Aug-1982","IDX","Index","0","Units","2015_100","2015=100",10.88869,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1982-09","Sep-1982","IDX","Index","0","Units","2015_100","2015=100",11.67802,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1982-10","Oct-1982","IDX","Index","0","Units","2015_100","2015=100",12.26872,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1982-11","Nov-1982","IDX","Index","0","Units","2015_100","2015=100",12.65555,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1982-12","Dec-1982","IDX","Index","0","Units","2015_100","2015=100",12.42031,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1983-01","Jan-1983","IDX","Index","0","Units","2015_100","2015=100",12.65032,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1983-02","Feb-1983","IDX","Index","0","Units","2015_100","2015=100",12.96919,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1983-03","Mar-1983","IDX","Index","0","Units","2015_100","2015=100",13.1992,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1983-04","Apr-1983","IDX","Index","0","Units","2015_100","2015=100",13.94672,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1983-05","May-1983","IDX","Index","0","Units","2015_100","2015=100",13.72194,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1983-06","Jun-1983","IDX","Index","0","Units","2015_100","2015=100",14.459,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1983-07","Jul-1983","IDX","Index","0","Units","2015_100","2015=100",14.23422,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1983-08","Aug-1983","IDX","Index","0","Units","2015_100","2015=100",14.6681,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1983-09","Sep-1983","IDX","Index","0","Units","2015_100","2015=100",14.36491,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1983-10","Oct-1983","IDX","Index","0","Units","2015_100","2015=100",13.97808,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1983-11","Nov-1983","IDX","Index","0","Units","2015_100","2015=100",14.41718,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1983-12","Dec-1983","IDX","Index","0","Units","2015_100","2015=100",14.69946,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1984-01","Jan-1984","IDX","Index","0","Units","2015_100","2015=100",15.56199,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1984-02","Feb-1984","IDX","Index","0","Units","2015_100","2015=100",15.52539,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1984-03","Mar-1984","IDX","Index","0","Units","2015_100","2015=100",16.53428,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1984-04","Apr-1984","IDX","Index","0","Units","2015_100","2015=100",16.85838,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1984-05","May-1984","IDX","Index","0","Units","2015_100","2015=100",16.5523,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1984-06","Jun-1984","IDX","Index","0","Units","2015_100","2015=100",15.95054,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1984-07","Jul-1984","IDX","Index","0","Units","2015_100","2015=100",15.3684,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1984-08","Aug-1984","IDX","Index","0","Units","2015_100","2015=100",16.33259,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1984-09","Sep-1984","IDX","Index","0","Units","2015_100","2015=100",16.8649,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1984-10","Oct-1984","IDX","Index","0","Units","2015_100","2015=100",17.11239,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1984-11","Nov-1984","IDX","Index","0","Units","2015_100","2015=100",17.72687,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1984-12","Dec-1984","IDX","Index","0","Units","2015_100","2015=100",18.23217,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1985-01","Jan-1985","IDX","Index","0","Units","2015_100","2015=100",19.02769,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1985-02","Feb-1985","IDX","Index","0","Units","2015_100","2015=100",19.35816,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1985-03","Mar-1985","IDX","Index","0","Units","2015_100","2015=100",19.558,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1985-04","Apr-1985","IDX","Index","0","Units","2015_100","2015=100",19.50744,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1985-05","May-1985","IDX","Index","0","Units","2015_100","2015=100",20.01385,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1985-06","Jun-1985","IDX","Index","0","Units","2015_100","2015=100",19.48038,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1985-07","Jul-1985","IDX","Index","0","Units","2015_100","2015=100",18.86179,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1985-08","Aug-1985","IDX","Index","0","Units","2015_100","2015=100",19.69556,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1985-09","Sep-1985","IDX","Index","0","Units","2015_100","2015=100",19.79398,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1985-10","Oct-1985","IDX","Index","0","Units","2015_100","2015=100",20.17284,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1985-11","Nov-1985","IDX","Index","0","Units","2015_100","2015=100",21.36787,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1985-12","Dec-1985","IDX","Index","0","Units","2015_100","2015=100",21.11727,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1986-01","Jan-1986","IDX","Index","0","Units","2015_100","2015=100",21.25789,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1986-02","Feb-1986","IDX","Index","0","Units","2015_100","2015=100",22.47751,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1986-03","Mar-1986","IDX","Index","0","Units","2015_100","2015=100",24.54353,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1986-04","Apr-1986","IDX","Index","0","Units","2015_100","2015=100",25.31778,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1986-05","May-1986","IDX","Index","0","Units","2015_100","2015=100",24.35308,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1986-06","Jun-1986","IDX","Index","0","Units","2015_100","2015=100",24.42722,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1986-07","Jul-1986","IDX","Index","0","Units","2015_100","2015=100",24.20718,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1986-08","Aug-1986","IDX","Index","0","Units","2015_100","2015=100",24.04458,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1986-09","Sep-1986","IDX","Index","0","Units","2015_100","2015=100",24.63721,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1986-10","Oct-1986","IDX","Index","0","Units","2015_100","2015=100",24.15714,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1986-11","Nov-1986","IDX","Index","0","Units","2015_100","2015=100",24.81739,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1986-12","Dec-1986","IDX","Index","0","Units","2015_100","2015=100",24.84891,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1987-01","Jan-1987","IDX","Index","0","Units","2015_100","2015=100",26.73466,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1987-02","Feb-1987","IDX","Index","0","Units","2015_100","2015=100",29.00751,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1987-03","Mar-1987","IDX","Index","0","Units","2015_100","2015=100",30.42849,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1987-04","Apr-1987","IDX","Index","0","Units","2015_100","2015=100",29.90269,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1987-05","May-1987","IDX","Index","0","Units","2015_100","2015=100",32.58154,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1987-06","Jun-1987","IDX","Index","0","Units","2015_100","2015=100",34.35701,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1987-07","Jul-1987","IDX","Index","0","Units","2015_100","2015=100",35.88735,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1987-08","Aug-1987","IDX","Index","0","Units","2015_100","2015=100",34.21473,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1987-09","Sep-1987","IDX","Index","0","Units","2015_100","2015=100",34.88966,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1987-10","Oct-1987","IDX","Index","0","Units","2015_100","2015=100",31.70953,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1987-11","Nov-1987","IDX","Index","0","Units","2015_100","2015=100",24.97512,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1987-12","Dec-1987","IDX","Index","0","Units","2015_100","2015=100",25.39652,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1988-01","Jan-1988","IDX","Index","0","Units","2015_100","2015=100",26.79842,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1988-02","Feb-1988","IDX","Index","0","Units","2015_100","2015=100",26.48339,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1988-03","Mar-1988","IDX","Index","0","Units","2015_100","2015=100",27.40773,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1988-04","Apr-1988","IDX","Index","0","Units","2015_100","2015=100",27.08996,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1988-05","May-1988","IDX","Index","0","Units","2015_100","2015=100",27.02936,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1988-06","Jun-1988","IDX","Index","0","Units","2015_100","2015=100",28.01012,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1988-07","Jul-1988","IDX","Index","0","Units","2015_100","2015=100",28.14451,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1988-08","Aug-1988","IDX","Index","0","Units","2015_100","2015=100",27.7529,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1988-09","Sep-1988","IDX","Index","0","Units","2015_100","2015=100",26.89781,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1988-10","Oct-1988","IDX","Index","0","Units","2015_100","2015=100",27.94464,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1988-11","Nov-1988","IDX","Index","0","Units","2015_100","2015=100",27.5677,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1988-12","Dec-1988","IDX","Index","0","Units","2015_100","2015=100",26.83489,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1989-01","Jan-1989","IDX","Index","0","Units","2015_100","2015=100",28.68541,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1989-02","Feb-1989","IDX","Index","0","Units","2015_100","2015=100",31.01183,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1989-03","Mar-1989","IDX","Index","0","Units","2015_100","2015=100",31.44942,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1989-04","Apr-1989","IDX","Index","0","Units","2015_100","2015=100",31.32184,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1989-05","May-1989","IDX","Index","0","Units","2015_100","2015=100",32.39779,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1989-06","Jun-1989","IDX","Index","0","Units","2015_100","2015=100",32.56089,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1989-07","Jul-1989","IDX","Index","0","Units","2015_100","2015=100",34.0696,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1989-08","Aug-1989","IDX","Index","0","Units","2015_100","2015=100",35.69401,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1989-09","Sep-1989","IDX","Index","0","Units","2015_100","2015=100",36.03544,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1989-10","Oct-1989","IDX","Index","0","Units","2015_100","2015=100",33.37558,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1989-11","Nov-1989","IDX","Index","0","Units","2015_100","2015=100",33.44368,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1989-12","Dec-1989","IDX","Index","0","Units","2015_100","2015=100",35.76371,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1990-01","Jan-1990","IDX","Index","0","Units","2015_100","2015=100",35.90472,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1990-02","Feb-1990","IDX","Index","0","Units","2015_100","2015=100",34.83029,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1990-03","Mar-1990","IDX","Index","0","Units","2015_100","2015=100",34.0955,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1990-04","Apr-1990","IDX","Index","0","Units","2015_100","2015=100",33.22822,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1990-05","May-1990","IDX","Index","0","Units","2015_100","2015=100",33.82316,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1990-06","Jun-1990","IDX","Index","0","Units","2015_100","2015=100",36.04324,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1990-07","Jul-1990","IDX","Index","0","Units","2015_100","2015=100",35.8147,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1990-08","Aug-1990","IDX","Index","0","Units","2015_100","2015=100",33.28467,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1990-09","Sep-1990","IDX","Index","0","Units","2015_100","2015=100",31.55551,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1990-10","Oct-1990","IDX","Index","0","Units","2015_100","2015=100",31.72036,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1990-11","Nov-1990","IDX","Index","0","Units","2015_100","2015=100",31.68686,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1990-12","Dec-1990","IDX","Index","0","Units","2015_100","2015=100",32.81529,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1991-01","Jan-1991","IDX","Index","0","Units","2015_100","2015=100",31.94394,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1991-02","Feb-1991","IDX","Index","0","Units","2015_100","2015=100",34.54787,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1991-03","Mar-1991","IDX","Index","0","Units","2015_100","2015=100",37.14758,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1991-04","Apr-1991","IDX","Index","0","Units","2015_100","2015=100",38.1236,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1991-05","May-1991","IDX","Index","0","Units","2015_100","2015=100",37.8074,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1991-06","Jun-1991","IDX","Index","0","Units","2015_100","2015=100",37.83494,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1991-07","Jul-1991","IDX","Index","0","Units","2015_100","2015=100",38.3652,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1991-08","Aug-1991","IDX","Index","0","Units","2015_100","2015=100",39.43264,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1991-09","Sep-1991","IDX","Index","0","Units","2015_100","2015=100",39.76111,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1991-10","Oct-1991","IDX","Index","0","Units","2015_100","2015=100",39.13484,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1991-11","Nov-1991","IDX","Index","0","Units","2015_100","2015=100",37.9859,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1991-12","Dec-1991","IDX","Index","0","Units","2015_100","2015=100",36.5515,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1992-01","Jan-1992","IDX","Index","0","Units","2015_100","2015=100",38.2148,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1992-02","Feb-1992","IDX","Index","0","Units","2015_100","2015=100",38.56544,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1992-03","Mar-1992","IDX","Index","0","Units","2015_100","2015=100",37.83648,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1992-04","Apr-1992","IDX","Index","0","Units","2015_100","2015=100",38.65847,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1992-05","May-1992","IDX","Index","0","Units","2015_100","2015=100",40.97684,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1992-06","Jun-1992","IDX","Index","0","Units","2015_100","2015=100",39.49233,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1992-07","Jul-1992","IDX","Index","0","Units","2015_100","2015=100",37.04821,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1992-08","Aug-1992","IDX","Index","0","Units","2015_100","2015=100",35.5448,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1992-09","Sep-1992","IDX","Index","0","Units","2015_100","2015=100",37.18707,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1992-10","Oct-1992","IDX","Index","0","Units","2015_100","2015=100",39.22931,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1992-11","Nov-1992","IDX","Index","0","Units","2015_100","2015=100",41.1373,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1992-12","Dec-1992","IDX","Index","0","Units","2015_100","2015=100",42.12423,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1993-01","Jan-1993","IDX","Index","0","Units","2015_100","2015=100",42.31052,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1993-02","Feb-1993","IDX","Index","0","Units","2015_100","2015=100",43.06687,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1993-03","Mar-1993","IDX","Index","0","Units","2015_100","2015=100",43.92835,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1993-04","Apr-1993","IDX","Index","0","Units","2015_100","2015=100",43.02563,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1993-05","May-1993","IDX","Index","0","Units","2015_100","2015=100",42.91449,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1993-06","Jun-1993","IDX","Index","0","Units","2015_100","2015=100",43.5904,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1993-07","Jul-1993","IDX","Index","0","Units","2015_100","2015=100",43.22702,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1993-08","Aug-1993","IDX","Index","0","Units","2015_100","2015=100",45.78275,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1993-09","Sep-1993","IDX","Index","0","Units","2015_100","2015=100",45.91441,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1993-10","Oct-1993","IDX","Index","0","Units","2015_100","2015=100",47.38812,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1993-11","Nov-1993","IDX","Index","0","Units","2015_100","2015=100",47.18249,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1993-12","Dec-1993","IDX","Index","0","Units","2015_100","2015=100",50.24694,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1994-01","Jan-1994","IDX","Index","0","Units","2015_100","2015=100",52.03031,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1994-02","Feb-1994","IDX","Index","0","Units","2015_100","2015=100",51.50126,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1994-03","Mar-1994","IDX","Index","0","Units","2015_100","2015=100",48.61591,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1994-04","Apr-1994","IDX","Index","0","Units","2015_100","2015=100",47.47591,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1994-05","May-1994","IDX","Index","0","Units","2015_100","2015=100",46.84349,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1994-06","Jun-1994","IDX","Index","0","Units","2015_100","2015=100",45.19235,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1994-07","Jul-1994","IDX","Index","0","Units","2015_100","2015=100",46.04493,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1994-08","Aug-1994","IDX","Index","0","Units","2015_100","2015=100",48.19706,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1994-09","Sep-1994","IDX","Index","0","Units","2015_100","2015=100",46.98164,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1994-10","Oct-1994","IDX","Index","0","Units","2015_100","2015=100",46.1996,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1994-11","Nov-1994","IDX","Index","0","Units","2015_100","2015=100",46.80747,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1994-12","Dec-1994","IDX","Index","0","Units","2015_100","2015=100",45.8941,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1995-01","Jan-1995","IDX","Index","0","Units","2015_100","2015=100",45.9195,,
