"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2001-07","Jul-2001","NATUSD","National currency per US dollar","0","Units",,,0.7065417,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2001-08","Aug-2001","NATUSD","National currency per US dollar","0","Units",,,0.6953624,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2001-09","Sep-2001","NATUSD","National currency per US dollar","0","Units",,,0.6825602,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2001-10","Oct-2001","NATUSD","National currency per US dollar","0","Units",,,0.6889161,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2001-11","Nov-2001","NATUSD","National currency per US dollar","0","Units",,,0.69644,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2001-12","Dec-2001","NATUSD","National currency per US dollar","0","Units",,,0.6936694,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2002-01","Jan-2002","NATUSD","National currency per US dollar","0","Units",,,0.6984069,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2002-02","Feb-2002","NATUSD","National currency per US dollar","0","Units",,,0.7024484,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2002-03","Mar-2002","NATUSD","National currency per US dollar","0","Units",,,0.7024983,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2002-04","Apr-2002","NATUSD","National currency per US dollar","0","Units",,,0.692691,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2002-05","May-2002","NATUSD","National currency per US dollar","0","Units",,,0.6849979,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2002-06","Jun-2002","NATUSD","National currency per US dollar","0","Units",,,0.6733756,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2002-07","Jul-2002","NATUSD","National currency per US dollar","0","Units",,,0.6423698,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2002-08","Aug-2002","NATUSD","National currency per US dollar","0","Units",,,0.6504718,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2002-09","Sep-2002","NATUSD","National currency per US dollar","0","Units",,,0.6424258,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2002-10","Oct-2002","NATUSD","National currency per US dollar","0","Units",,,0.6420597,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2002-11","Nov-2002","NATUSD","National currency per US dollar","0","Units",,,0.6363967,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2002-12","Dec-2002","NATUSD","National currency per US dollar","0","Units",,,0.6303654,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2003-01","Jan-2003","NATUSD","National currency per US dollar","0","Units",,,0.6178942,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2003-02","Feb-2003","NATUSD","National currency per US dollar","0","Units",,,0.6220418,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2003-03","Mar-2003","NATUSD","National currency per US dollar","0","Units",,,0.6317047,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2003-04","Apr-2003","NATUSD","National currency per US dollar","0","Units",,,0.6349015,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2003-05","May-2003","NATUSD","National currency per US dollar","0","Units",,,0.6163853,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2003-06","Jun-2003","NATUSD","National currency per US dollar","0","Units",,,0.6022205,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2003-07","Jul-2003","NATUSD","National currency per US dollar","0","Units",,,0.6161653,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2003-08","Aug-2003","NATUSD","National currency per US dollar","0","Units",,,0.6274934,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2003-09","Sep-2003","NATUSD","National currency per US dollar","0","Units",,,0.6198701,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2003-10","Oct-2003","NATUSD","National currency per US dollar","0","Units",,,0.5959763,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2003-11","Nov-2003","NATUSD","National currency per US dollar","0","Units",,,0.5917171,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2003-12","Dec-2003","NATUSD","National currency per US dollar","0","Units",,,0.5709761,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2004-01","Jan-2004","NATUSD","National currency per US dollar","0","Units",,,0.5481566,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2004-02","Feb-2004","NATUSD","National currency per US dollar","0","Units",,,0.5353254,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2004-03","Mar-2004","NATUSD","National currency per US dollar","0","Units",,,0.5470681,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2004-04","Apr-2004","NATUSD","National currency per US dollar","0","Units",,,0.5541189,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2004-05","May-2004","NATUSD","National currency per US dollar","0","Units",,,0.5590531,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2004-06","Jun-2004","NATUSD","National currency per US dollar","0","Units",,,0.546651,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2004-07","Jul-2004","NATUSD","National currency per US dollar","0","Units",,,0.5424119,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2004-08","Aug-2004","NATUSD","National currency per US dollar","0","Units",,,0.5496809,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2004-09","Sep-2004","NATUSD","National currency per US dollar","0","Units",,,0.5577997,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2004-10","Oct-2004","NATUSD","National currency per US dollar","0","Units",,,0.5530846,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2004-11","Nov-2004","NATUSD","National currency per US dollar","0","Units",,,0.5374727,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2004-12","Dec-2004","NATUSD","National currency per US dollar","0","Units",,,0.5181432,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2005-01","Jan-2005","NATUSD","National currency per US dollar","0","Units",,,0.5323704,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2005-02","Feb-2005","NATUSD","National currency per US dollar","0","Units",,,0.529457,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2005-03","Mar-2005","NATUSD","National currency per US dollar","0","Units",,,0.5253118,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2005-04","Apr-2005","NATUSD","National currency per US dollar","0","Units",,,0.5273299,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2005-05","May-2005","NATUSD","National currency per US dollar","0","Units",,,0.5395473,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2005-06","Jun-2005","NATUSD","National currency per US dollar","0","Units",,,0.5501502,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2005-07","Jul-2005","NATUSD","National currency per US dollar","0","Units",,,0.5708506,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2005-08","Aug-2005","NATUSD","National currency per US dollar","0","Units",,,0.5572113,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2005-09","Sep-2005","NATUSD","National currency per US dollar","0","Units",,,0.5532638,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2005-10","Oct-2005","NATUSD","National currency per US dollar","0","Units",,,0.5665064,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2005-11","Nov-2005","NATUSD","National currency per US dollar","0","Units",,,0.5762612,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2005-12","Dec-2005","NATUSD","National currency per US dollar","0","Units",,,0.5729763,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2006-01","Jan-2006","NATUSD","National currency per US dollar","0","Units",,,0.5661706,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2006-02","Feb-2006","NATUSD","National currency per US dollar","0","Units",,,0.5721713,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2006-03","Mar-2006","NATUSD","National currency per US dollar","0","Units",,,0.5732637,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2006-04","Apr-2006","NATUSD","National currency per US dollar","0","Units",,,0.565528,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2006-05","May-2006","NATUSD","National currency per US dollar","0","Units",,,0.5348312,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2006-06","Jun-2006","NATUSD","National currency per US dollar","0","Units",,,0.5425668,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2006-07","Jul-2006","NATUSD","National currency per US dollar","0","Units",,,0.5420895,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2006-08","Aug-2006","NATUSD","National currency per US dollar","0","Units",,,0.5281659,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2006-09","Sep-2006","NATUSD","National currency per US dollar","0","Units",,,0.5303168,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2006-10","Oct-2006","NATUSD","National currency per US dollar","0","Units",,,0.5329114,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2006-11","Nov-2006","NATUSD","National currency per US dollar","0","Units",,,0.5229715,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2006-12","Dec-2006","NATUSD","National currency per US dollar","0","Units",,,0.5095984,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2007-01","Jan-2007","NATUSD","National currency per US dollar","0","Units",,,0.5104401,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2007-02","Feb-2007","NATUSD","National currency per US dollar","0","Units",,,0.5105614,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2007-03","Mar-2007","NATUSD","National currency per US dollar","0","Units",,,0.5134068,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2007-04","Apr-2007","NATUSD","National currency per US dollar","0","Units",,,0.5031434,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2007-05","May-2007","NATUSD","National currency per US dollar","0","Units",,,0.504178,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2007-06","Jun-2007","NATUSD","National currency per US dollar","0","Units",,,0.5032468,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2007-07","Jul-2007","NATUSD","National currency per US dollar","0","Units",,,0.4916044,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2007-08","Aug-2007","NATUSD","National currency per US dollar","0","Units",,,0.4972451,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2007-09","Sep-2007","NATUSD","National currency per US dollar","0","Units",,,0.4953651,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2007-10","Oct-2007","NATUSD","National currency per US dollar","0","Units",,,0.4891154,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2007-11","Nov-2007","NATUSD","National currency per US dollar","0","Units",,,0.4826663,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2007-12","Dec-2007","NATUSD","National currency per US dollar","0","Units",,,0.4960046,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2008-01","Jan-2008","NATUSD","National currency per US dollar","0","Units",,,0.507551,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2008-02","Feb-2008","NATUSD","National currency per US dollar","0","Units",,,0.5093919,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2008-03","Mar-2008","NATUSD","National currency per US dollar","0","Units",,,0.4997835,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2008-04","Apr-2008","NATUSD","National currency per US dollar","0","Units",,,0.504575,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2008-05","May-2008","NATUSD","National currency per US dollar","0","Units",,,0.5085909,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2008-06","Jun-2008","NATUSD","National currency per US dollar","0","Units",,,0.5089524,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2008-07","Jul-2008","NATUSD","National currency per US dollar","0","Units",,,0.5031739,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2008-08","Aug-2008","NATUSD","National currency per US dollar","0","Units",,,0.5305714,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2008-09","Sep-2008","NATUSD","National currency per US dollar","0","Units",,,0.5565909,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2008-10","Oct-2008","NATUSD","National currency per US dollar","0","Units",,,0.5928261,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2008-11","Nov-2008","NATUSD","National currency per US dollar","0","Units",,,0.65335,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2008-12","Dec-2008","NATUSD","National currency per US dollar","0","Units",,,0.673,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2009-01","Jan-2009","NATUSD","National currency per US dollar","0","Units",,,0.6919,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2009-02","Feb-2009","NATUSD","National currency per US dollar","0","Units",,,0.69405,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2009-03","Mar-2009","NATUSD","National currency per US dollar","0","Units",,,0.7057727,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2009-04","Apr-2009","NATUSD","National currency per US dollar","0","Units",,,0.6796364,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2009-05","May-2009","NATUSD","National currency per US dollar","0","Units",,,0.6479524,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2009-06","Jun-2009","NATUSD","National currency per US dollar","0","Units",,,0.6109318,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2009-07","Jul-2009","NATUSD","National currency per US dollar","0","Units",,,0.6106521,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2009-08","Aug-2009","NATUSD","National currency per US dollar","0","Units",,,0.605,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2009-09","Sep-2009","NATUSD","National currency per US dollar","0","Units",,,0.6129091,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2009-10","Oct-2009","NATUSD","National currency per US dollar","0","Units",,,0.6174545,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2009-11","Nov-2009","NATUSD","National currency per US dollar","0","Units",,,0.6028572,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2009-12","Dec-2009","NATUSD","National currency per US dollar","0","Units",,,0.6166522,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2010-01","Jan-2010","NATUSD","National currency per US dollar","0","Units",,,0.6180952,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2010-02","Feb-2010","NATUSD","National currency per US dollar","0","Units",,,0.63985,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2010-03","Mar-2010","NATUSD","National currency per US dollar","0","Units",,,0.6642174,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2010-04","Apr-2010","NATUSD","National currency per US dollar","0","Units",,,0.6529091,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2010-05","May-2010","NATUSD","National currency per US dollar","0","Units",,,0.6808095,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2010-06","Jun-2010","NATUSD","National currency per US dollar","0","Units",,,0.6777727,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2010-07","Jul-2010","NATUSD","National currency per US dollar","0","Units",,,0.6542273,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2010-08","Aug-2010","NATUSD","National currency per US dollar","0","Units",,,0.6398636,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2010-09","Sep-2010","NATUSD","National currency per US dollar","0","Units",,,0.6420454,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2010-10","Oct-2010","NATUSD","National currency per US dollar","0","Units",,,0.6306667,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2010-11","Nov-2010","NATUSD","National currency per US dollar","0","Units",,,0.6270909,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2010-12","Dec-2010","NATUSD","National currency per US dollar","0","Units",,,0.642,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2011-01","Jan-2011","NATUSD","National currency per US dollar","0","Units",,,0.6335714,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2011-02","Feb-2011","NATUSD","National currency per US dollar","0","Units",,,0.62005,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2011-03","Mar-2011","NATUSD","National currency per US dollar","0","Units",,,0.6191739,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2011-04","Apr-2011","NATUSD","National currency per US dollar","0","Units",,,0.6106667,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2011-05","May-2011","NATUSD","National currency per US dollar","0","Units",,,0.6121818,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2011-06","Jun-2011","NATUSD","National currency per US dollar","0","Units",,,0.6167727,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2011-07","Jul-2011","NATUSD","National currency per US dollar","0","Units",,,0.6191905,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2011-08","Aug-2011","NATUSD","National currency per US dollar","0","Units",,,0.6114348,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2011-09","Sep-2011","NATUSD","National currency per US dollar","0","Units",,,0.6337273,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2011-10","Oct-2011","NATUSD","National currency per US dollar","0","Units",,,0.6347619,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2011-11","Nov-2011","NATUSD","National currency per US dollar","0","Units",,,0.6325455,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2011-12","Dec-2011","NATUSD","National currency per US dollar","0","Units",,,0.6416364,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2012-01","Jan-2012","NATUSD","National currency per US dollar","0","Units",,,0.6446818,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2012-02","Feb-2012","NATUSD","National currency per US dollar","0","Units",,,0.6328095,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2012-03","Mar-2012","NATUSD","National currency per US dollar","0","Units",,,0.6320909,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2012-04","Apr-2012","NATUSD","National currency per US dollar","0","Units",,,0.6251429,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2012-05","May-2012","NATUSD","National currency per US dollar","0","Units",,,0.6286087,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2012-06","Jun-2012","NATUSD","National currency per US dollar","0","Units",,,0.6431429,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2012-07","Jul-2012","NATUSD","National currency per US dollar","0","Units",,,0.6415455,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2012-08","Aug-2012","NATUSD","National currency per US dollar","0","Units",,,0.6361739,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2012-09","Sep-2012","NATUSD","National currency per US dollar","0","Units",,,0.6207,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2012-10","Oct-2012","NATUSD","National currency per US dollar","0","Units",,,0.6219565,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2012-11","Nov-2012","NATUSD","National currency per US dollar","0","Units",,,0.6265454,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2012-12","Dec-2012","NATUSD","National currency per US dollar","0","Units",,,0.6195238,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2013-01","Jan-2013","NATUSD","National currency per US dollar","0","Units",,,0.6261739,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2013-02","Feb-2013","NATUSD","National currency per US dollar","0","Units",,,0.6465,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2013-03","Mar-2013","NATUSD","National currency per US dollar","0","Units",,,0.6631905,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2013-04","Apr-2013","NATUSD","National currency per US dollar","0","Units",,,0.653,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2013-05","May-2013","NATUSD","National currency per US dollar","0","Units",,,0.6545714,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2013-06","Jun-2013","NATUSD","National currency per US dollar","0","Units",,,0.6461495,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2013-07","Jul-2013","NATUSD","National currency per US dollar","0","Units",,,0.6591865,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2013-08","Aug-2013","NATUSD","National currency per US dollar","0","Units",,,0.6447964,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2013-09","Sep-2013","NATUSD","National currency per US dollar","0","Units",,,0.6304153,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2013-10","Oct-2013","NATUSD","National currency per US dollar","0","Units",,,0.6214021,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2013-11","Nov-2013","NATUSD","National currency per US dollar","0","Units",,,0.621029,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2013-12","Dec-2013","NATUSD","National currency per US dollar","0","Units",,,0.6105332,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2014-01","Jan-2014","NATUSD","National currency per US dollar","0","Units",,,0.6070422,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2014-02","Feb-2014","NATUSD","National currency per US dollar","0","Units",,,0.603666,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2014-03","Mar-2014","NATUSD","National currency per US dollar","0","Units",,,0.601629,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2014-04","Apr-2014","NATUSD","National currency per US dollar","0","Units",,,0.5970595,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2014-05","May-2014","NATUSD","National currency per US dollar","0","Units",,,0.593645,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2014-06","Jun-2014","NATUSD","National currency per US dollar","0","Units",,,0.5915428,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2014-07","Jul-2014","NATUSD","National currency per US dollar","0","Units",,,0.5858917,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2014-08","Aug-2014","NATUSD","National currency per US dollar","0","Units",,,0.5987067,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2014-09","Sep-2014","NATUSD","National currency per US dollar","0","Units",,,0.6133487,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2014-10","Oct-2014","NATUSD","National currency per US dollar","0","Units",,,0.6223617,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2014-11","Nov-2014","NATUSD","National currency per US dollar","0","Units",,,0.633745,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2014-12","Dec-2014","NATUSD","National currency per US dollar","0","Units",,,0.6397291,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2015-01","Jan-2015","NATUSD","National currency per US dollar","0","Units",,,0.659525,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2015-02","Feb-2015","NATUSD","National currency per US dollar","0","Units",,,0.652182,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2015-03","Mar-2015","NATUSD","National currency per US dollar","0","Units",,,0.6687014,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2015-04","Apr-2015","NATUSD","National currency per US dollar","0","Units",,,0.6685336,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2015-05","May-2015","NATUSD","National currency per US dollar","0","Units",,,0.6471829,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2015-06","Jun-2015","NATUSD","National currency per US dollar","0","Units",,,0.6424404,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2015-07","Jul-2015","NATUSD","National currency per US dollar","0","Units",,,0.6426787,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2015-08","Aug-2015","NATUSD","National currency per US dollar","0","Units",,,0.6421291,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2015-09","Sep-2015","NATUSD","National currency per US dollar","0","Units",,,0.6524546,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2015-10","Oct-2015","NATUSD","National currency per US dollar","0","Units",,,0.6519491,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2015-11","Nov-2015","NATUSD","National currency per US dollar","0","Units",,,0.65834,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2015-12","Dec-2015","NATUSD","National currency per US dollar","0","Units",,,0.6678365,,
