"Distance","EN.MSFE","R.MSFE","L.MSFE","RF.MSFE","LSTM.MSFE"
-2,0.030212594060571,0.0461782704189239,0.0410850843077507,0.053583976313504,0.167275158609212
-1,0.00712185617461193,0.0337732782021865,0.0119111029322085,0.0103464636491833,0.0103512388520455
0,0.00367246121873151,0.0216801595372975,0.00232919172089033,0.00612856501150595,3.45415912888477e-05
