Date,GDP,LSTM Predictions
2015-12-01,0.7,0.7043411
2016-01-01,0.6,0.78943884
2016-02-01,0.5,0.4854762
2016-03-01,0.4,0.39791387
2016-04-01,0.4666666666666667,0.3013138
2016-05-01,0.5333333333333333,0.5431539
2016-06-01,0.6,0.60152
2016-07-01,0.5333333333333333,0.6606723
2016-08-01,0.4666666666666667,0.45394975
2016-09-01,0.4,0.39357144
2016-10-01,0.4666666666666667,0.3319543
2016-11-01,0.5333333333333333,0.5350127
2016-12-01,0.6,0.6006225
2017-01-01,0.6333333333333333,0.6634945
2017-02-01,0.6666666666666666,0.6650483
2017-03-01,0.7,0.688144
2017-04-01,0.6333333333333333,0.7201509
2017-05-01,0.5666666666666667,0.55455846
2017-06-01,0.5,0.4952806
2017-07-01,0.5,0.43362385
2017-08-01,0.5,0.5041322
2017-09-01,0.5,0.49150428
2017-10-01,0.5333333333333333,0.4885153
2017-11-01,0.5666666666666667,0.55583286
2017-12-01,0.6,0.5999478
2018-01-01,0.43333333333333335,0.6308669
2018-02-01,0.26666666666666666,0.2648415
2018-03-01,0.1,0.1018105
2018-04-01,0.23333333333333334,-0.058478795
2018-05-01,0.3666666666666667,0.38470602
2018-06-01,0.5,0.51173556
2018-07-01,0.5333333333333333,0.63254464
2018-08-01,0.5666666666666667,0.56131786
2018-09-01,0.6,0.6019257
2018-10-01,0.5,0.6261622
2018-11-01,0.4,0.39155942
2018-12-01,0.3,0.29846042
2019-01-01,0.39999999999999997,0.20533283
2019-02-01,0.5,0.5255795
2019-03-01,0.6,0.61147517
2019-04-01,0.43333333333333335,0.6917548
2019-05-01,0.26666666666666666,0.2603806
2019-06-01,0.1,0.10251172
2019-07-01,0.26666666666666666,-0.057627268
2019-08-01,0.43333333333333335,0.45295924
2019-09-01,0.6,0.59912
2019-10-01,0.4,0.759635
2019-11-01,0.2,0.19769074
2019-12-01,0.0,0.009188627
