"Distance","EN.MSFE","R.MSFE","L.MSFE","RF.MSFE","LSTM.MSFE"
-2,33.198496034623,23.1070170600897,28.8272175666403,60.2595923205055,29.5977615139013
-1,20.0859963943805,18.1817594285983,28.7395401219481,12.3151832194426,26.3845008578574
0,9.85598706051128,18.419487659533,29.6597031107306,15.1510802942411,22.4032118929242
