Date,GDP,LSTM Predictions
2015-12-01,0.7,0.70348954
2016-01-01,0.6,0.78868973
2016-02-01,0.5,0.48558068
2016-03-01,0.4,0.3965408
2016-04-01,0.4666666666666667,0.30038035
2016-05-01,0.5333333333333333,0.5446564
2016-06-01,0.6,0.6023462
2016-07-01,0.5333333333333333,0.6605953
2016-08-01,0.4666666666666667,0.45276427
2016-09-01,0.4,0.39427498
2016-10-01,0.4666666666666667,0.33164334
2016-11-01,0.5333333333333333,0.53615534
2016-12-01,0.6,0.6023207
2017-01-01,0.6333333333333333,0.6648447
2017-02-01,0.6666666666666666,0.6655903
2017-03-01,0.7,0.68930274
2017-04-01,0.6333333333333333,0.7215012
2017-05-01,0.5666666666666667,0.55611926
2017-06-01,0.5,0.49621382
2017-07-01,0.5,0.4336048
2017-08-01,0.5,0.5044068
2017-09-01,0.5,0.49273467
2017-10-01,0.5333333333333333,0.49000582
2017-11-01,0.5666666666666667,0.55905473
2017-12-01,0.6,0.60084975
2018-01-01,0.43333333333333335,0.6325935
2018-02-01,0.26666666666666666,0.26488453
2018-03-01,0.1,0.09768933
2018-04-01,0.23333333333333334,-0.062175356
2018-05-01,0.3666666666666667,0.3855821
2018-06-01,0.5,0.51054275
2018-07-01,0.5333333333333333,0.6324481
2018-08-01,0.5666666666666667,0.56346095
2018-09-01,0.6,0.60280913
2018-10-01,0.5,0.62697065
2018-11-01,0.4,0.39157653
2018-12-01,0.3,0.29691556
2019-01-01,0.39999999999999997,0.20556562
2019-02-01,0.5,0.525668
2019-03-01,0.6,0.610567
2019-04-01,0.43333333333333335,0.6916486
2019-05-01,0.26666666666666666,0.26105487
2019-06-01,0.1,0.10002755
2019-07-01,0.26666666666666666,-0.06202529
2019-08-01,0.43333333333333335,0.4525024
2019-09-01,0.6,0.59907544
2019-10-01,0.4,0.7588983
2019-11-01,0.2,0.19914505
2019-12-01,0.0,0.0037568174
2020-01-01,-0.8666666666666667,-0.19794679
2020-02-01,-1.7333333333333334,-1.2783256
2020-03-01,-2.6,-2.0825794
2020-04-01,-8.733333333333333,-2.5822237
2020-05-01,-14.866666666666665,-2.9176733
2020-06-01,-21.0,-2.9956737
2020-07-01,-8.466666666666667,-2.9961517
2020-08-01,4.066666666666666,-2.1820931
2020-09-01,16.6,1.1778953
2020-10-01,11.466666666666669,2.3707476
2020-11-01,6.333333333333334,2.320621
2020-12-01,1.2,2.242204
2021-01-01,0.43333333333333335,-0.17649454
2021-02-01,-0.33333333333333326,-0.029213047
2021-03-01,-1.1,-0.77566516
2021-04-01,1.4333333333333331,-1.4858869
2021-05-01,3.9666666666666663,1.2224973
2021-06-01,6.5,2.1551337
2021-07-01,4.9,2.3347573
2021-08-01,3.3000000000000003,2.2688804
2021-09-01,1.7,2.067634
2021-10-01,1.6333333333333333,0.86259806
2021-11-01,1.5666666666666667,1.4868684
2021-12-01,1.5,1.3856418
2022-01-01,1.2,1.3417563
2022-02-01,0.9,0.9200137
2022-03-01,0.6,0.6223232
2022-04-01,0.43333333333333335,0.31980965
2022-05-01,0.26666666666666666,0.2678243
2022-06-01,0.1,0.11521518
2022-07-01,-0.033333333333333326,-0.04433523
2022-08-01,-0.16666666666666666,-0.15099192
2022-09-01,-0.3,-0.2940336
