Date,GDP,LSTM Predictions
2015-12-01,0.7,0.7013126
2016-01-01,0.6,0.7990671
2016-02-01,0.5,0.49659634
2016-03-01,0.4,0.40070263
2016-04-01,0.4666666666666667,0.299792
2016-05-01,0.5333333333333333,0.5383099
2016-06-01,0.6,0.6012979
2016-07-01,0.5333333333333333,0.66798455
2016-08-01,0.4666666666666667,0.46195817
2016-09-01,0.4,0.39957157
2016-10-01,0.4666666666666667,0.33192927
2016-11-01,0.5333333333333333,0.53433543
2016-12-01,0.6,0.59927255
2017-01-01,0.6333333333333333,0.66451234
2017-02-01,0.6666666666666666,0.66995835
2017-03-01,0.7,0.69771004
2017-04-01,0.6333333333333333,0.7276087
2017-05-01,0.5666666666666667,0.56207854
2017-06-01,0.5,0.4992145
2017-07-01,0.5,0.43228683
2017-08-01,0.5,0.50445485
2017-09-01,0.5,0.49926853
2017-10-01,0.5333333333333333,0.49528185
2017-11-01,0.5666666666666667,0.5593053
2017-12-01,0.6,0.60329616
2018-01-01,0.43333333333333335,0.6328984
2018-02-01,0.26666666666666666,0.26557213
2018-03-01,0.1,0.09514929
2018-04-01,0.23333333333333334,-0.06679438
2018-05-01,0.3666666666666667,0.375323
2018-06-01,0.5,0.5066587
2018-07-01,0.5333333333333333,0.62819195
2018-08-01,0.5666666666666667,0.5636398
2018-09-01,0.6,0.6047068
2018-10-01,0.5,0.629099
2018-11-01,0.4,0.3976952
2018-12-01,0.3,0.29781827
2019-01-01,0.39999999999999997,0.19973893
2019-02-01,0.5,0.5102602
2019-03-01,0.6,0.6077902
2019-04-01,0.43333333333333335,0.69583577
2019-05-01,0.26666666666666666,0.26487273
2019-06-01,0.1,0.09555974
2019-07-01,0.26666666666666666,-0.0643809
2019-08-01,0.43333333333333335,0.44244155
2019-09-01,0.6,0.59502876
2019-10-01,0.4,0.7585024
2019-11-01,0.2,0.20044994
2019-12-01,0.0,0.0012057347
