"Distance","EN.MSFE","R.MSFE","L.MSFE","RF.MSFE","LSTM.MSFE"
-2,0.091396142220318,0.198121616075655,0.0898648501971985,0.297413113406713,0.322875860133518
-1,0.018946770221261,0.0762351054850732,0.0192758252820911,0.18324258127846,0.182367196355973
0,0.0286995342496319,0.038963935753356,0.0322210025998077,0.158834746081957,0.143692131975865
