Date,GDP,LSTM Predictions
2015-12-01,0.7,0.70320904
2016-01-01,0.6,0.78914964
2016-02-01,0.5,0.48550025
2016-03-01,0.4,0.39840305
2016-04-01,0.4666666666666667,0.30184937
2016-05-01,0.5333333333333333,0.54312694
2016-06-01,0.6,0.6013242
2016-07-01,0.5333333333333333,0.6606771
2016-08-01,0.4666666666666667,0.45369893
2016-09-01,0.4,0.39562747
2016-10-01,0.4666666666666667,0.33171105
2016-11-01,0.5333333333333333,0.5344073
2016-12-01,0.6,0.6023318
2017-01-01,0.6333333333333333,0.66348684
2017-02-01,0.6666666666666666,0.6651282
2017-03-01,0.7,0.6879028
2017-04-01,0.6333333333333333,0.720706
2017-05-01,0.5666666666666667,0.5544917
2017-06-01,0.5,0.49693757
2017-07-01,0.5,0.4327685
2017-08-01,0.5,0.5049524
2017-09-01,0.5,0.49085587
2017-10-01,0.5333333333333333,0.48978406
2017-11-01,0.5666666666666667,0.55653584
2017-12-01,0.6,0.60008585
2018-01-01,0.43333333333333335,0.63153356
2018-02-01,0.26666666666666666,0.2659316
2018-03-01,0.1,0.09985131
2018-04-01,0.23333333333333334,-0.059261225
2018-05-01,0.3666666666666667,0.38135618
2018-06-01,0.5,0.51118815
2018-07-01,0.5333333333333333,0.6339406
2018-08-01,0.5666666666666667,0.5620972
2018-09-01,0.6,0.6022645
2018-10-01,0.5,0.62648606
2018-11-01,0.4,0.39213604
2018-12-01,0.3,0.29790476
2019-01-01,0.39999999999999997,0.20608297
2019-02-01,0.5,0.5244226
2019-03-01,0.6,0.6110254
2019-04-01,0.43333333333333335,0.69085187
2019-05-01,0.26666666666666666,0.26158643
2019-06-01,0.1,0.10265587
2019-07-01,0.26666666666666666,-0.061539125
2019-08-01,0.43333333333333335,0.45174256
2019-09-01,0.6,0.5999083
2019-10-01,0.4,0.7594995
2019-11-01,0.2,0.19973521
2019-12-01,0.0,0.0067811287
2020-01-01,-0.8666666666666667,-0.19495925
2020-02-01,-1.7333333333333334,-1.2815697
2020-03-01,-2.6,-2.0847557
2020-04-01,-8.733333333333333,-2.580505
2020-05-01,-14.866666666666665,-2.9158838
2020-06-01,-21.0,-2.9657855
2020-07-01,-8.466666666666667,-2.9363093
2020-08-01,4.066666666666666,-2.141734
2020-09-01,16.6,1.2016132
2020-10-01,11.466666666666669,2.3262897
2020-11-01,6.333333333333334,2.311045
2020-12-01,1.2,2.212934
2021-01-01,0.43333333333333335,-0.30034837
2021-02-01,-0.33333333333333326,0.022574134
2021-03-01,-1.1,-0.78730863
2021-04-01,1.4333333333333331,-1.5052156
2021-05-01,3.9666666666666663,1.3544323
2021-06-01,6.5,2.1357484
2021-07-01,4.9,2.2860744
2021-08-01,3.3000000000000003,2.2296548
2021-09-01,1.7,2.0427954
2021-10-01,1.6333333333333333,0.93258065
2021-11-01,1.5666666666666667,1.4882841
2021-12-01,1.5,1.4003816
2022-01-01,1.2,1.3573793
2022-02-01,0.9,0.94708794
2022-03-01,0.6,0.63631034
2022-04-01,0.43333333333333335,0.32312426
2022-05-01,0.26666666666666666,0.26927724
2022-06-01,0.1,0.11541674
2022-07-01,-0.033333333333333326,-0.04704102
2022-08-01,-0.16666666666666666,-0.15494187
2022-09-01,-0.3,-0.30175656
