"Distance","EN.MSFE","R.MSFE","L.MSFE","RF.MSFE","LSTM.MSFE"
-2,0.0297051285024114,0.0445199515844793,0.0409919965441622,0.0508469133318037,0.167275158609212
-1,0.00743375971713644,0.0344310355951706,0.011844127601917,0.0118315991474054,0.0103512388520455
0,0.00499883894019332,0.0233053349897237,0.00250372988574713,0.003925696039594,3.45415912888477e-05
