"Distance","EN.MSFE","R.MSFE","L.MSFE","RF.MSFE","LSTM.MSFE"
-2,0.0912748237351841,0.186710389804029,0.0925794864477919,0.281464892694336,0.322875860133518
-1,0.019041506395606,0.0884418564847802,0.0187514391867847,0.199412546678612,0.182367196355973
0,0.0195355646974985,0.0347110397562354,0.0260977785009767,0.115454512863405,0.143692131975865
