"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1987-Q2","Q2-1987","GBP","Pound Sterling","0","Units",,,159354087492.107,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1987-Q3","Q3-1987","GBP","Pound Sterling","0","Units",,,161709172671.435,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1987-Q4","Q4-1987","GBP","Pound Sterling","0","Units",,,165329772149.411,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1988-Q1","Q1-1988","GBP","Pound Sterling","0","Units",,,166596729596.484,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1988-Q2","Q2-1988","GBP","Pound Sterling","0","Units",,,167235657344.954,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1988-Q3","Q3-1988","GBP","Pound Sterling","0","Units",,,166801878487.603,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1988-Q4","Q4-1988","GBP","Pound Sterling","0","Units",,,175440636260.808,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1989-Q1","Q1-1989","GBP","Pound Sterling","0","Units",,,173741366199.389,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1989-Q2","Q2-1989","GBP","Pound Sterling","0","Units",,,178775580861.012,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1989-Q3","Q3-1989","GBP","Pound Sterling","0","Units",,,185329985371.377,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1989-Q4","Q4-1989","GBP","Pound Sterling","0","Units",,,189753746475.917,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1990-Q1","Q1-1990","GBP","Pound Sterling","0","Units",,,191444947350.664,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1990-Q2","Q2-1990","GBP","Pound Sterling","0","Units",,,198952563744.999,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1990-Q3","Q3-1990","GBP","Pound Sterling","0","Units",,,203170888160.69,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1990-Q4","Q4-1990","GBP","Pound Sterling","0","Units",,,210970938534.049,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1991-Q1","Q1-1991","GBP","Pound Sterling","0","Units",,,211395855180.384,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1991-Q2","Q2-1991","GBP","Pound Sterling","0","Units",,,227301344202.557,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1991-Q3","Q3-1991","GBP","Pound Sterling","0","Units",,,233263210538.537,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1991-Q4","Q4-1991","GBP","Pound Sterling","0","Units",,,236574069671.836,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1992-Q1","Q1-1992","GBP","Pound Sterling","0","Units",,,243723834817.185,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1992-Q2","Q2-1992","GBP","Pound Sterling","0","Units",,,252019907895.683,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1992-Q3","Q3-1992","GBP","Pound Sterling","0","Units",,,255163111622.227,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1992-Q4","Q4-1992","GBP","Pound Sterling","0","Units",,,252950352880.529,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1993-Q1","Q1-1993","GBP","Pound Sterling","0","Units",,,258994402385.786,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1993-Q2","Q2-1993","GBP","Pound Sterling","0","Units",,,265274390780.066,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1993-Q3","Q3-1993","GBP","Pound Sterling","0","Units",,,268016845885.231,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1993-Q4","Q4-1993","GBP","Pound Sterling","0","Units",,,268718383112.993,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1994-Q1","Q1-1994","GBP","Pound Sterling","0","Units",,,271876301521.813,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1994-Q2","Q2-1994","GBP","Pound Sterling","0","Units",,,275174795422.75,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1994-Q3","Q3-1994","GBP","Pound Sterling","0","Units",,,279999894838.549,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1994-Q4","Q4-1994","GBP","Pound Sterling","0","Units",,,277797892338.055,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1995-Q1","Q1-1995","GBP","Pound Sterling","0","Units",,,282371322974.288,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1995-Q2","Q2-1995","GBP","Pound Sterling","0","Units",,,288007470147.693,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1995-Q3","Q3-1995","GBP","Pound Sterling","0","Units",,,289194880906.38,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1995-Q4","Q4-1995","GBP","Pound Sterling","0","Units",,,295170325966.014,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1996-Q1","Q1-1996","GBP","Pound Sterling","0","Units",,,290240528398.307,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1996-Q2","Q2-1996","GBP","Pound Sterling","0","Units",,,299483075122.533,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1996-Q3","Q3-1996","GBP","Pound Sterling","0","Units",,,297279659595.19,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1996-Q4","Q4-1996","GBP","Pound Sterling","0","Units",,,297860736883.969,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1997-Q1","Q1-1997","GBP","Pound Sterling","0","Units",,,304684649609.07,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1997-Q2","Q2-1997","GBP","Pound Sterling","0","Units",,,298734551769.938,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1997-Q3","Q3-1997","GBP","Pound Sterling","0","Units",,,301493481852.811,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1997-Q4","Q4-1997","GBP","Pound Sterling","0","Units",,,303171316768.18,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1998-Q1","Q1-1998","GBP","Pound Sterling","0","Units",,,311711084097.74,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1998-Q2","Q2-1998","GBP","Pound Sterling","0","Units",,,309257844718.42,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1998-Q3","Q3-1998","GBP","Pound Sterling","0","Units",,,311287087670.908,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1998-Q4","Q4-1998","GBP","Pound Sterling","0","Units",,,322183983512.932,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1999-Q1","Q1-1999","GBP","Pound Sterling","0","Units",,,322109353701.068,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1999-Q2","Q2-1999","GBP","Pound Sterling","0","Units",,,324784004462.001,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1999-Q3","Q3-1999","GBP","Pound Sterling","0","Units",,,332621137560.651,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","1999-Q4","Q4-1999","GBP","Pound Sterling","0","Units",,,338801504276.28,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2000-Q1","Q1-2000","GBP","Pound Sterling","0","Units",,,339125748671.668,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2000-Q2","Q2-2000","GBP","Pound Sterling","0","Units",,,346628031624.435,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2000-Q3","Q3-2000","GBP","Pound Sterling","0","Units",,,355280507972.764,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2000-Q4","Q4-2000","GBP","Pound Sterling","0","Units",,,364117711731.132,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2001-Q1","Q1-2001","GBP","Pound Sterling","0","Units",,,365358044419.238,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2001-Q2","Q2-2001","GBP","Pound Sterling","0","Units",,,374331440937.422,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2001-Q3","Q3-2001","GBP","Pound Sterling","0","Units",,,373422447598.76,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2001-Q4","Q4-2001","GBP","Pound Sterling","0","Units",,,391368067044.579,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2002-Q1","Q1-2002","GBP","Pound Sterling","0","Units",,,397564472120.403,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2002-Q2","Q2-2002","GBP","Pound Sterling","0","Units",,,412416818158.916,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2002-Q3","Q3-2002","GBP","Pound Sterling","0","Units",,,410056146714.964,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2002-Q4","Q4-2002","GBP","Pound Sterling","0","Units",,,418186563005.718,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2003-Q1","Q1-2003","GBP","Pound Sterling","0","Units",,,425741351797.352,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2003-Q2","Q2-2003","GBP","Pound Sterling","0","Units",,,452008271796.615,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2003-Q3","Q3-2003","GBP","Pound Sterling","0","Units",,,450309735801.684,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2003-Q4","Q4-2003","GBP","Pound Sterling","0","Units",,,455836640604.349,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2004-Q1","Q1-2004","GBP","Pound Sterling","0","Units",,,459465486431.514,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2004-Q2","Q2-2004","GBP","Pound Sterling","0","Units",,,483041953081.488,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2004-Q3","Q3-2004","GBP","Pound Sterling","0","Units",,,490070566023.95,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2004-Q4","Q4-2004","GBP","Pound Sterling","0","Units",,,496065994463.048,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2005-Q1","Q1-2005","GBP","Pound Sterling","0","Units",,,494208180262.938,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2005-Q2","Q2-2005","GBP","Pound Sterling","0","Units",,,511981485582.643,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2005-Q3","Q3-2005","GBP","Pound Sterling","0","Units",,,521825956819.348,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2005-Q4","Q4-2005","GBP","Pound Sterling","0","Units",,,533344377335.071,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2006-Q1","Q1-2006","GBP","Pound Sterling","0","Units",,,533091116784.867,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2006-Q2","Q2-2006","GBP","Pound Sterling","0","Units",,,540070218804.163,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2006-Q3","Q3-2006","GBP","Pound Sterling","0","Units",,,553315944721.408,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2006-Q4","Q4-2006","GBP","Pound Sterling","0","Units",,,556558719689.561,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2007-Q1","Q1-2007","GBP","Pound Sterling","0","Units",,,555856486043.237,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2007-Q2","Q2-2007","GBP","Pound Sterling","0","Units",,,569823881808.96,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2007-Q3","Q3-2007","GBP","Pound Sterling","0","Units",,,580511820763.386,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2007-Q4","Q4-2007","GBP","Pound Sterling","0","Units",,,588055811384.417,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2008-Q1","Q1-2008","GBP","Pound Sterling","0","Units",,,592959276988.59,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2008-Q2","Q2-2008","GBP","Pound Sterling","0","Units",,,603426232488.495,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2008-Q3","Q3-2008","GBP","Pound Sterling","0","Units",,,615180444473.376,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2008-Q4","Q4-2008","GBP","Pound Sterling","0","Units",,,621538046049.538,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2009-Q1","Q1-2009","GBP","Pound Sterling","0","Units",,,637158904212.673,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2009-Q2","Q2-2009","GBP","Pound Sterling","0","Units",,,653189374368.148,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2009-Q3","Q3-2009","GBP","Pound Sterling","0","Units",,,659746192395.149,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2009-Q4","Q4-2009","GBP","Pound Sterling","0","Units",,,660813529024.03,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2010-Q1","Q1-2010","GBP","Pound Sterling","0","Units",,,666327609380.277,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2010-Q2","Q2-2010","GBP","Pound Sterling","0","Units",,,668114420594.501,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2010-Q3","Q3-2010","GBP","Pound Sterling","0","Units",,,674452110686.673,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2010-Q4","Q4-2010","GBP","Pound Sterling","0","Units",,,685589859338.549,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2011-Q1","Q1-2011","GBP","Pound Sterling","0","Units",,,676512437816.611,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2011-Q2","Q2-2011","GBP","Pound Sterling","0","Units",,,668187923864.852,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2011-Q3","Q3-2011","GBP","Pound Sterling","0","Units",,,678166381523.264,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2011-Q4","Q4-2011","GBP","Pound Sterling","0","Units",,,679189256795.274,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2012-Q1","Q1-2012","GBP","Pound Sterling","0","Units",,,692252538118.085,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2012-Q2","Q2-2012","GBP","Pound Sterling","0","Units",,,687498123644.327,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2012-Q3","Q3-2012","GBP","Pound Sterling","0","Units",,,693846482582.549,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2012-Q4","Q4-2012","GBP","Pound Sterling","0","Units",,,701882855655.039,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2013-Q1","Q1-2013","GBP","Pound Sterling","0","Units",,,692860706199.591,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2013-Q2","Q2-2013","GBP","Pound Sterling","0","Units",,,705163134459.026,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2013-Q3","Q3-2013","GBP","Pound Sterling","0","Units",,,707302061728.03,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2013-Q4","Q4-2013","GBP","Pound Sterling","0","Units",,,712062097613.353,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2014-Q1","Q1-2014","GBP","Pound Sterling","0","Units",,,710047491233.17,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2014-Q2","Q2-2014","GBP","Pound Sterling","0","Units",,,716247732119.124,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2014-Q3","Q3-2014","GBP","Pound Sterling","0","Units",,,723083460420.378,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2014-Q4","Q4-2014","GBP","Pound Sterling","0","Units",,,730637316227.328,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2015-Q1","Q1-2015","GBP","Pound Sterling","0","Units",,,725532346297.271,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2015-Q2","Q2-2015","GBP","Pound Sterling","0","Units",,,725508373595.458,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2015-Q3","Q3-2015","GBP","Pound Sterling","0","Units",,,737054513270.62,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2015-Q4","Q4-2015","GBP","Pound Sterling","0","Units",,,738896766836.651,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2016-Q1","Q1-2016","GBP","Pound Sterling","0","Units",,,739188893986.069,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2016-Q2","Q2-2016","GBP","Pound Sterling","0","Units",,,745049912745.957,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2016-Q3","Q3-2016","GBP","Pound Sterling","0","Units",,,752351282141.403,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2016-Q4","Q4-2016","GBP","Pound Sterling","0","Units",,,749449911126.57,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2017-Q1","Q1-2017","GBP","Pound Sterling","0","Units",,,745725807656.186,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2017-Q2","Q2-2017","GBP","Pound Sterling","0","Units",,,763400454526.854,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2017-Q3","Q3-2017","GBP","Pound Sterling","0","Units",,,758471549879.765,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2017-Q4","Q4-2017","GBP","Pound Sterling","0","Units",,,761950187937.195,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2018-Q1","Q1-2018","GBP","Pound Sterling","0","Units",,,768423387689.334,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2018-Q2","Q2-2018","GBP","Pound Sterling","0","Units",,,776751860800.403,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2018-Q3","Q3-2018","GBP","Pound Sterling","0","Units",,,789332014416.001,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2018-Q4","Q4-2018","GBP","Pound Sterling","0","Units",,,793860737094.263,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2019-Q1","Q1-2019","GBP","Pound Sterling","0","Units",,,796086756183.567,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2019-Q2","Q2-2019","GBP","Pound Sterling","0","Units",,,814432866334.625,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2019-Q3","Q3-2019","GBP","Pound Sterling","0","Units",,,828149310933.704,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2019-Q4","Q4-2019","GBP","Pound Sterling","0","Units",,,834527066548.104,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2020-Q1","Q1-2020","GBP","Pound Sterling","0","Units",,,846622216317.446,,
"GBR","United Kingdom","YPGX","Current disbursements of general government excluding gross interest payments","Q","Quarterly","2020-Q2","Q2-2020","GBP","Pound Sterling","0","Units",,,1115365548565.27,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1979-Q1","Q1-1979","GBP","Pound Sterling","0","Units","2018","2018",225280000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1979-Q2","Q2-1979","GBP","Pound Sterling","0","Units","2018","2018",229732000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1979-Q3","Q3-1979","GBP","Pound Sterling","0","Units","2018","2018",227428000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1979-Q4","Q4-1979","GBP","Pound Sterling","0","Units","2018","2018",228616000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1980-Q1","Q1-1980","GBP","Pound Sterling","0","Units","2018","2018",229860000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1980-Q2","Q2-1980","GBP","Pound Sterling","0","Units","2018","2018",227892000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1980-Q3","Q3-1980","GBP","Pound Sterling","0","Units","2018","2018",231484000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1980-Q4","Q4-1980","GBP","Pound Sterling","0","Units","2018","2018",232296000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1981-Q1","Q1-1981","GBP","Pound Sterling","0","Units","2018","2018",229592000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1981-Q2","Q2-1981","GBP","Pound Sterling","0","Units","2018","2018",231612000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1981-Q3","Q3-1981","GBP","Pound Sterling","0","Units","2018","2018",231948000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1981-Q4","Q4-1981","GBP","Pound Sterling","0","Units","2018","2018",227504000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1982-Q1","Q1-1982","GBP","Pound Sterling","0","Units","2018","2018",230756000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1982-Q2","Q2-1982","GBP","Pound Sterling","0","Units","2018","2018",231096000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1982-Q3","Q3-1982","GBP","Pound Sterling","0","Units","2018","2018",231476000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1982-Q4","Q4-1982","GBP","Pound Sterling","0","Units","2018","2018",232996000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1983-Q1","Q1-1983","GBP","Pound Sterling","0","Units","2018","2018",232296000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1983-Q2","Q2-1983","GBP","Pound Sterling","0","Units","2018","2018",236368000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1983-Q3","Q3-1983","GBP","Pound Sterling","0","Units","2018","2018",235208000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1983-Q4","Q4-1983","GBP","Pound Sterling","0","Units","2018","2018",236936000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1984-Q1","Q1-1984","GBP","Pound Sterling","0","Units","2018","2018",238592000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1984-Q2","Q2-1984","GBP","Pound Sterling","0","Units","2018","2018",236328000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1984-Q3","Q3-1984","GBP","Pound Sterling","0","Units","2018","2018",238076000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1984-Q4","Q4-1984","GBP","Pound Sterling","0","Units","2018","2018",238948000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1985-Q1","Q1-1985","GBP","Pound Sterling","0","Units","2018","2018",241552000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1985-Q2","Q2-1985","GBP","Pound Sterling","0","Units","2018","2018",233608000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1985-Q3","Q3-1985","GBP","Pound Sterling","0","Units","2018","2018",236720000000,,
"GBR","United Kingdom","CGV","Government final consumption expenditure, volume","Q","Quarterly","1985-Q4","Q4-1985","GBP","Pound Sterling","0","Units","2018","2018",237172000000,,
