Date,EMP,EMP_PART,EMP_TEMP,UNEMP_RATE,UNEMP_DURA_6mth,UNEMP_DURA_6.12mth,UNEMP_DURA_12mth.,UNEMP_DURA_24mth.,EMP_RATE,EMP_ACT,EMP_ACT_RATE,CLAIMS,CLAIMS_RATE,TOT_WEEK_HRS,AVG_WEEK_HRS,AVG_WEEK_HRS_FULL,AWE_ALL,AWE_CONS,AWE_MANU,AWE_PRIV,AWE_PUB,AWE_SERV,VAC_TOT,VAC_CONS,VAC_MANU,IOP_PROD,IOP_CAP_GOOD,IOP_DUR,IOP_ENER,IOP_GOOD,IOP_INT_GOOD,IOP_MACH,IOP_MANU,IOP_MINE,IOP_NON_DUR,IOP_PETRO,IOP_OIL_EXTRACT,IOS,IOS_45,IOS_46,IOS_47,IOS_G,IOS_EDUC,IOS_PNDS,RSI,CAR_REGIS,RETAIL_TRADE_INDEX,AVG_WEEK_RETAIL_SALE,AVG_WEEK_RETAIL_SALE_NON_FOOD,CPIH_ALL,CPI_ALL,CPI_EX_ENER,CPI_GOOD,CPI_DUR,CPI_NON_DUR,CPI_SERV,CPI_CLOTH,CPI_TRANS,RPI_ALL,RPI_GOOD,RPI_SERV,RPI_HOUSE,EXP_TOT,EXP_GOOD,IMP_ALL,IMP_GOOD,EXP_FUEL,IMP_FUEL,EXP_OIL,IMP_OIL,EXP_MACH,IMP_MACH,EXP_METAL,IMP_METAL,EXP_CRUDE_MAT,IMP_CRUDE_MAT,GBP_BROAD,GBP_CAN,GBP_EUR,GBP_JAP,GBP_US,OIL_PRICE,BANK_RATE,CONS_CREDIT_ex_student_loan,TOT_LENDING_APP,TOT_HOUSE_APP,MORT_FIXED_RATE_5YRS,MORT_FIXED_RATE_2YRS,M1,M2,M3,M4,LIBOR_3mth,BGS_5yrs_yld,BGS_10yrs_yld,BGS_20yrs_yld,FTSE_ALL,FTSE250,VIX,SP500,UK_focused_equity,EUR_UNC_INDEX,BCI,CCI,CLI,PPI_MANU,PPI_MACH,PPI_OIL,PPI_METAL,PPI_MOTOR,UK_GDP_4,,,,,
01/07/1996,0.002189403,0.003506368,0.010765654,-0.1,-0.008716762,-0.048137636,-0.002239643,-0.012511334,0.1,0.000609461,0,-0.014677344,-0.1,0.00139066,-0.003007521,-0.002580647,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001218769,NA,NA,NA,NA,NA,-0.010752792,-0.003039516,0.024128155,NA,0.021304598,NA,NA,NA,NA,NA,NA,NA,NA,-0.003472226,0.007671917,-0.003590668,-0.004903286,-0.013959209,-0.000465529,0.000479561,0.001050942,-0.001400232,-0.001658958,0.003513864,0.004297959,-0.002795768,-0.000366483,0.001355118,0.001081787,0.004038309,0.004722898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00031583,0.010582609,NA,0.010328307,0.007817335,0.058625624,-0.0375,0.012163486,NA,-0.007318673,0.12,0.06,0.00180125,0.00470819,0.00995306,0.007455482,-0.1131,-0.1597,-0.1378,NA,-0.011317194,-0.028567401,19.459999,-0.046827509,0.01467019,-3.70722,0.38612,0.1286,-0.00445,-0.003796773,-0.000316557,0.002875782,-0.009108716,0.001072386,#N/A,,,,,
01/08/1996,-3.83693E-05,-0.002743068,-0.001786246,0,0.007751977,-0.016574965,-0.00224467,0,0,0.000143349,0,-0.009745921,-0.1,-0.000231642,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007290433,NA,NA,NA,NA,NA,-0.002706362,0.007581537,0.011725219,NA,0.04048467,NA,NA,NA,NA,NA,NA,NA,NA,0.003472226,-0.016000341,0.001796946,0.007473822,0.01648049,0.00373086,0.002127893,0.001882227,0.00291315,0.003264144,-0.001637815,0.002405425,-0.002488442,0.007994767,0.002812178,0.002528937,0.001807246,0.001886358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.009266247,-0.000470057,NA,-0.015007757,-0.002383945,0.04698637,0,0.013149776,NA,0.03389258,0.03,-0.03,-0.00451111,0.006961097,0.008090271,0.022213498,0.0148,-0.1084,-0.0943,NA,0.042945028,0.042935792,17.01,0.018639142,0.014458083,-48.6038,0.4462,0.2737,0.02285,0.001949932,0.001286793,0.013933502,-0.003929278,0.002141328,#N/A,,,,,
01/09/1996,0.00222299,0.003199515,0.001786246,0,0.01532597,-0.016854332,-0.009029407,-0.005410293,0.1,0.002040488,0.1,-0.018998342,-0.1,0.00289168,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006035021,NA,NA,NA,NA,NA,0.014795159,0.004521485,-0.003727175,NA,0.030305349,NA,NA,NA,NA,NA,NA,NA,NA,0.01034492,-0.038981793,0.014260491,0.012756512,0.016260253,0.002768571,0.003267471,0.001002717,0.001761381,0.000576927,0.002283468,0.002104684,-0.001450475,0.014354903,0.002596074,0.002275728,0.002750998,0.001009973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014587361,0.004128941,NA,0.024228601,0.00610954,0.098269064,0,0.017330847,NA,0.043622804,-0.12,-0.03,0.031443898,0.015236499,0.009950258,-0.001917738,0.0272,-0.0092,-0.0068,NA,0.015032746,-0.005699854,16.950001,0.052785342,0.018957914,32.88513,0.3808,0.3229,0.04165,0.004480903,0.001173778,0.085118765,-0.00790518,0.00320342,0.447140092,,,,,
01/10/1996,0.002179858,0.00091227,0.005339675,-0.1,-0.002855785,-0.017143277,-0.019462549,-0.016408755,0.2,0.001358016,0.1,-0.020464359,-0.1,0.003919313,0.003007521,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001204094,NA,NA,NA,NA,NA,-0.013441063,0.003003005,-0.009253536,NA,0.002353865,NA,NA,NA,NA,NA,NA,NA,NA,-0.003436429,0.10206316,-0.00177148,-0.002045048,-0.003155826,0.002246944,0.001582464,0.001441517,0.001400667,0.002828617,0.001428043,0.002494426,-0.00191277,0.00817196,0.001893296,0.001920032,0.002495538,0.004015768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025090942,0.003132234,NA,0.03999343,0.016847724,0.065508727,0.0217,0.012360471,NA,0.038569077,0.01,-0.1,-0.008425046,-0.000261456,0.004407605,0.009255461,0.1558,-0.1884,-0.2738,NA,0.006099624,0.00712536,18.110001,0.025766186,0.054808236,2.15471,0.2441,0.2733,0.05064,0.000998482,0.00167156,0.031297872,-0.005305052,-0.001066667,#N/A,,,,,
01/11/1996,0.000801909,0.005153869,-0.013702925,-0.2,-0.030980212,-0.020379162,0.008059917,0.009149195,0,-0.000285745,0,-0.050442047,-0.4,-0.003572873,-0.003007521,-0.002587324,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006006024,NA,NA,NA,NA,NA,-0.002710029,0.002994014,0.023343499,NA,-0.017391743,NA,NA,NA,NA,NA,NA,NA,NA,0.003436429,-0.061887337,0.005305052,0.006435629,0.011310537,0.002535418,0.001347056,0.001215083,0.000602593,-0.0032908,0.005078642,0.00394454,-0.001762166,0.006374718,0.002475441,0.001950564,0.002340842,0.004153975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041120895,0.03783022,NA,0.045795848,0.047041423,-0.059822878,0.2283,0.011581667,NA,0.014296297,-0.15,-0.02,0.005410618,0.009685475,0.023581601,0.011566739,0.3674,0.2305,0.0539,NA,0.014342974,0.001355779,17.139999,0.070808963,0.047731403,12.17119,-0.0039,0.189,0.0456,-0.001032222,0.007356235,-0.002176064,-0.002663117,0.002132197,#N/A,,,,,
01/12/1996,0.002287633,0.001510803,0.02019071,-0.1,-0.025897862,-0.038985447,-0.010374733,-0.018382871,0.2,0.000321457,0,-0.016843619,-0.1,0.001960898,-0.003016594,-0.002594035,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004778982,NA,NA,NA,NA,NA,-0.00544219,0.002985077,0.002696411,NA,0.007151401,NA,NA,NA,NA,NA,NA,NA,NA,-0.003436429,0.002383791,-0.003533573,0.000167973,-0.002016895,0.002280671,0.00182205,0.001723273,0.001253003,-0.002301903,0.002183488,0.003303559,-0.001874251,0.005609759,0.003164179,0.001775395,0.003319701,0.003536217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017829995,0.018832781,NA,0.016088609,0.001262285,0.04398752,0,0.004178479,NA,-0.002454086,0.25,0.3,0.009568578,0.007507134,-0.00425317,-0.000547145,0.0447,0.0197,-0.0236,NA,0.014249404,0.013880837,20.92,-0.021740027,0.045556532,-16.59821,-0.3354,0.0424,0.0552,-0.001763615,0.001927559,0.008010848,-0.004008021,0,1.136728164,,,,,
01/01/1997,0.002510366,0.001659251,0.007613507,-0.2,-0.018330452,-0.027908788,-0.027012799,-0.032047983,0.1,0.000464145,0,-0.029103802,-0.4,0.002761797,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.013550343,0,0.023706964,NA,0.005527057,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03221362,0,0.002063071,0.000628872,0.001817065,0.001710829,0.001563293,0.001805201,0.000238253,-0.001643928,0.003227067,-0.001885749,0.00799075,0.004976818,0.002312196,0.003433421,0.016600313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017216433,-0.013185833,NA,0.029988225,-0.003610764,-0.010371048,0,0.013280717,NA,0.048959783,0.04,0.05,0.013679936,0.016601471,0.022553806,0.017886599,-0.0227,-0.0578,-0.0164,NA,0.036065944,0.023114019,19.469999,0.059510627,-0.054067221,33.08675,-0.1814,0.111,0.0819,-0.000316073,0.006378339,0.024204971,-0.00402415,0.00212766,#N/A,,,,,
01/02/1997,0.002162983,-0.000904705,0.014480415,-0.2,-0.017626169,-0.006309169,-0.032670782,-0.043059489,0.2,0.000356888,0,-0.036742484,-0.2,0.004013997,0.003016594,0.002594035,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005941788,0.003502631,0.019851769,-0.018906321,0.030089364,0.005390849,0.002688174,0.011851991,-0.038255365,0.032789823,0.010963305,-0.045337143,0.018379799,0.022268127,-0.002754823,0.00938974,0.0061013,0.002531647,0.109126998,0.008569033,-0.015684318,0.010563479,0.003973973,0.00796228,0.000358873,0.001018746,0.000682099,-0.00139333,-0.002382229,0.000311189,0.003336415,-0.002674909,0.003976363,0.001570277,0.00087737,0.002942758,0.005145672,-0.010545633,-0.018946749,-0.00405697,-0.005806206,-0.025631829,0.033394581,0.032914364,-0.021190687,-0.010392943,0.005533837,0.076961041,-0.137985743,-0.073633251,-0.034302594,0.009410064,-0.016219494,NA,0.022197913,-0.020772531,-0.121220625,0,0.017020548,NA,-0.10897525,-0.09,0.06,0.007355836,0.009268922,0.008604863,0.008651863,-0.1204,-0.3235,-0.359,NA,0.009653343,0.012757206,21.1,0.005910091,0.033616611,6.02205,0.022,0.2918,0.1108,-0.004377084,0.000196923,-0.0169385,0.001343184,0.002123143,#N/A,,,,,
01/03/1997,0.00178,0.002862094,0.012571594,-0.1,-0.002094242,-0.022400937,-0.029964789,-0.008032172,0.1,0.000535093,0,-0.02806004,-0.2,0.004339888,0.003007521,0.00516797,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.008328424,0.006968669,-0.012361097,-0.028749413,-0.023679086,-0.00134499,-0.005383593,-0.007391017,-0.02949174,-0.02586938,-0.035675603,-0.037315291,0.003305788,0.003996009,0.070554869,0.010459131,0.031140241,-0.003799878,-0.084281,0.010186845,-0.011778699,0.006980831,0.011429176,0.009557348,0.000127663,-0.000411067,0.00062014,-0.000602444,0.002717241,0.004222428,0.002456328,-0.002332438,-0.004685079,0.001537927,0.001452845,0.00244142,0.004964142,-0.0141665,-0.024014338,0.026591043,0.034623355,0.058816571,-0.061145591,0.076684263,-0.130007367,-0.029114549,0.090715261,-0.050643733,-0.047006042,0.029462033,-0.059497099,-0.00105252,0.0003179,NA,-0.014796883,-0.011328234,-0.085964775,0,0.002411633,NA,0.029802112,-0.24,-0.24,0.009651546,0.007567818,0.007047133,0.012465861,0.0156,0.2517,0.2582,NA,-0.003878812,-0.016943986,22.139999,-0.043548636,0.012320484,-6.30665,0.1273,0.1631,0.1213,-0.004135871,-7.08213E-05,-0.065896124,0.001341382,0.001059884,0.949113579,,,,,
01/04/1997,0.000832104,0.002853926,0.002268861,0,0.017662797,-0.009756175,-0.023077947,-0.010131799,0,0.000427869,0,-0.024771827,-0.1,0.000683527,0,-0.002580647,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00119403,-0.00173762,0.009901071,0.017699577,-0.004803852,0.002688174,-0.005412733,0.00148258,-0.012873504,-0.009702086,0.024712298,-0.010402627,0.004938282,-0.024219145,0.087332662,0.00691247,0.033626357,-0.002541297,0.076733794,0.006734032,0.090559577,0.006932437,0.005271456,0.00545074,0.000184545,8.50541E-05,0.000879891,-0.002707031,-0.004916344,0.00277768,0.001292625,-0.002268731,-0.007073685,-0.000710313,0.000979161,0.000991635,-0.009973703,0.048993962,0.067958006,0.029276661,0.036506249,0.032628477,0.364150838,-0.036011719,0.517743479,0.07565356,-0.010833585,0.075035186,0.33341179,0.047252885,0.134807717,0.020068935,0.030806057,NA,0.038930835,0.014339822,-0.086023948,0,0.010762233,NA,0.037577209,-0.05,0.13,0.023319474,0.005215652,-0.000459911,-0.004034137,0.1503,0.2106,0.1836,NA,0.016817409,-0.017080493,20.059999,0.056763605,0.020202707,13.32786,-0.0619,0.1029,0.123,-0.002426649,0.002366742,-0.035636651,0,-0.003183027,#N/A,,,,,
01/05/1997,0.002416737,0.002845804,0.015181624,0,0.036404424,-0.023141529,-0.032962773,-0.033129324,0.1,0.002278879,0.2,-0.026203437,-0.2,0.000227739,-0.003007521,-0.002587324,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.00873368,-0.024938948,0.00873368,0.011173301,-0.008086297,0.012137708,-0.00148258,-0.022802718,0.02203946,-0.013476225,-0.014424978,-0.009901071,0.033152207,-0.18020366,-0.001148765,-0.062336462,-0.002547772,-0.080832161,-0.001679262,-0.04708707,-0.005194817,-0.002572897,-0.007485529,0.002074863,0.00070644,0.000981836,9.62598E-05,-0.002947855,0.000134337,0.003885684,-0.002764672,0.000476349,0.002536106,0.001352792,0.002661603,0.008455148,-0.026184779,-0.039507698,-0.011599995,-0.019551018,-0.019552977,-0.204580493,0.017384871,-0.247329724,-0.060566453,-0.003519891,0.080969063,-0.03509132,-0.006172859,-0.031748698,-0.001887699,-0.007513183,NA,-0.053712817,0.002390513,0.080250768,0.2813,0.01387655,NA,0.013997262,0.09,-0.09,0.020190453,0.00929477,0.010332628,0.013294834,0.0777,-0.3303,-0.4699,NA,0.030259008,-0.000644925,19.190001,0.056925444,0.054488185,-22.26119,-0.1749,0.1441,0.1087,-0.000792322,0.004218576,0.001507176,0.001339585,0.001062135,#N/A,,,,,
01/06/1997,-0.000792348,-0.001347003,-0.00615731,0.1,0.035125562,-0.003350087,-0.005376357,-0.029916761,-0.1,7.11313E-05,0,-0.030148628,-0.1,-0.001481229,0,-0.002594035,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002383791,0.005249356,0.063591103,-0.004648469,0.00790518,0.010767264,-0.017579898,0.002962965,0,-0.009582551,0.013476225,-0.001153802,0.008257685,0.012764042,0.087716347,0.008013781,0.036930939,0.002547772,0.086497898,0.00836825,0.01743086,0.010362787,0.013345488,0.030252929,0.002666471,0.003780436,0.002565938,0.00244765,0.000705093,0.001568475,0.003714297,-0.002903737,0.003635995,0.00500233,0.002705968,0.002334097,0.013982441,-0.0102565,-0.016135658,0.025258667,0.023286103,-0.218348622,0.055305669,-0.360655774,0.06444904,0.028272895,0.078957167,0.043485112,0.00790518,0,-0.036367644,0.012401677,0.009536496,NA,-0.031429544,0.006833462,-0.078879522,0.2336,0.011012923,NA,0.013918356,-0.11,-0.01,0.073634365,0.03292571,0.026105256,0.013034839,0.2229,0.0355,-0.0263,NA,-0.007474737,-0.014450634,21.530001,0.042535037,0.015037877,18.23903,-0.0344,0.0087,0.0885,-0.004662679,0.001099493,0.002940528,-0.001339585,0.002120892,0.999189153,,,,,
01/07/1997,0.000603751,0.000299491,-0.012429539,-0.2,-0.022298549,-0.020339684,-0.044084273,-0.07661403,0,-0.001744176,-0.2,-0.011133977,-0.1,0.0010257,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017699577,0.025841231,0.002366865,0.036034782,0.009404458,0.010652564,0.032217552,0.016141216,0.040525026,0.010944022,0.048415141,0.062429395,-0.001646091,-0.006852694,0.009003276,0.001139601,0.00233645,0.002541297,-0.086497898,0,-0.035170953,0.0051414,0.005247283,-0.00956023,0.003721294,0.001806551,0.002138049,0.003200759,0.001133244,0.002413163,0.002037796,-0.002257264,0.011568013,0.005021647,0.002713058,0.001281409,0.011602657,0.015176351,0.020295804,0.00093783,-0.008900525,0.204219659,-0.003790276,0.27097017,0.05484403,0.003837724,-0.033800434,0.021053409,0.046162042,-0.018750549,0.023613848,0.037634733,0.010577484,NA,0.02318845,0.015446186,0.049088077,0.2215,0.00465007,NA,-0.001649324,0,0.06,0.035930129,0.008283069,0.016239187,0.009944606,0.2864,0.0541,-0.0841,NA,0.049415108,0.013605086,21.48,0.075242723,0.05092009,-48.26731,0.1995,-0.0755,0.0756,-0.002906017,0.001024069,-0.074311753,-0.001341382,0,#N/A,,,,,
01/08/1997,0.002373732,0.004630675,0.004537728,-0.3,-0.037966598,-0.013793322,-0.041702664,-0.040626854,0.2,-0.00032069,0,-0.017919067,-0.1,0.002616462,0,0.002594035,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.010582109,-0.013698844,-0.011890747,-0.011867899,-0.001561281,-0.021419828,0,-0.011713165,-0.020576858,0.00135962,0.010447856,-0.010247555,0.004930166,0.019455867,0,-0.00685717,-0.001167542,0.002534856,0.086497898,-0.00836825,0.059945135,-0.01030937,-0.003721911,-0.010176273,0.002272803,0.003464461,0.002271309,0.002796302,0.000626421,0.002309886,0.004060104,-0.002562201,0.005710248,0.004626221,0.001979391,0.003318065,0.011209137,-0.022661338,-0.037015162,-0.037081067,-0.054385269,-0.01566889,-0.12095261,-0.009038151,-0.19048695,-0.008517705,-0.077588134,-0.121696935,-0.16296131,-0.048474757,-0.116179887,-0.02005849,-0.03193946,NA,-0.018516862,-0.040817005,0.007069646,0.2761,0.013212394,NA,0.000600936,-0.01,-0.03,-0.008019932,0.004522759,0.005992473,0.006366152,0.2021,-0.0351,0.0316,NA,-0.008075444,0.024497103,24.76,-0.059182895,-0.062177245,19.01169,0.1694,0.0068,0.0772,0.000840429,0.0012851,0.015439186,0.00401876,0.001058761,#N/A,,,,,
01/09/1997,0.001165962,0.001340383,0.010695289,-0.1,-0.01126484,-0.006968669,-0.045052664,-0.032220879,0,-0.000320793,-0.1,-0.018980168,-0.1,0.00306279,0.003007521,0.002587324,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008240188,0.01539808,0.035256295,0.007927561,0.004676548,0.014775286,0.029930666,0.01316771,-0.00468873,-0.005449605,0.022753275,0.00306346,0.003273325,-0.014556298,0.032748518,-0.001147447,0.009302393,0.002528446,-0.003773589,-0.001682086,0.016716485,0,-0.001980743,-0.003432788,0.001223751,0.001599708,0.001722014,-0.000992441,-0.001891489,0.000864057,0.003937863,-0.003275333,0.006854837,0.002906117,0.00162933,0.001095583,0.011646946,0.027287615,0.033163769,0.016003558,0.023325668,0.036272045,0.075637414,-0.120217904,0.029536414,0.009338162,-0.000364299,0.121696935,-0.040637646,-0.006644543,0.046102914,-0.013366476,-0.002922073,NA,0.024104434,-0.001185685,-0.007261926,0.05,0.002626428,NA,-0.185129018,-0.23,-0.11,-0.008192315,-0.059081582,-0.054149844,-0.040449543,0.052,-0.2457,-0.2677,NA,0.075399118,0.048030604,22.91,0.051789082,0.083230654,-3.63405,0.2388,0.108,0.0603,0.003069057,-0.000210657,0.00717564,0.004002674,0.002114166,0.934556248,,,,,
01/10/1997,0.00071395,-0.004624458,-0.002803478,-0.1,-0.006198367,-0.003502631,-0.021739987,-0.012674441,0.1,-0.000106954,0,-0.022756646,-0.1,0.00181057,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011655144,0.028453802,0.045154397,0.022861325,0.009287992,0.00796817,0.016529302,0.010123008,0.02348192,-0.00273598,-0.02052858,0.041302543,0,-0.00588237,-0.035312622,0.017074974,-0.003478264,0,-0.070479258,0.018349139,-0.018349139,0.01542447,0.019361332,0.027021358,0.00221781,0.001504692,0.001543656,0.001290804,-0.000258289,-1.86224E-05,0.003880676,-0.00299084,0.003288348,0.003004652,0.001740245,0.003816309,0.006209172,0.011556175,0.009881048,0.018026341,0.029968731,-0.131100542,0.02571508,-0.012264073,-0.05680729,-0.003011638,0.050445787,-0.087011377,0.137555543,0.145542305,0.046463125,0.013712208,0.019262233,NA,0.020560303,0.019416885,0.073312774,0,0.012829573,NA,-0.052148255,-0.18,0.01,0.013241871,0.029868325,0.035576803,0.003205491,0.0584,-0.2021,-0.3107,NA,-0.067894517,-0.039421918,35.09,-0.035086078,-0.035339366,9.1076,0.2264,0.0483,0.0255,-0.000908073,0.001633244,-0.016577883,-0.002666668,0.001055409,#N/A,,,,,
01/11/1997,0.000525743,-0.005547656,0.005040616,-0.1,0.003103986,0.003502631,-0.041672696,-0.057758834,0,-0.000106965,-0.1,-0.02237817,-0.1,-0.005327905,-0.006024115,-0.005181359,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009227286,0.017989038,0.021834929,-0.001655173,0.012251302,0.017049593,0.034699888,0.015703392,-0.015938641,0.008185585,0.02052858,-0.012446105,0,0.016577659,-0.074601824,-0.001129306,-0.027076404,0.005037794,0.074252847,-0.003311261,0.019952131,-0.005115101,-0.001968156,-0.007798542,0.000945968,0.001137369,0.001492945,7.93433E-05,0.00163482,0.002415705,0.002492764,-0.002961633,0.004657354,0.002407014,0.001342925,0.00237272,0.004811745,-0.006046149,-0.012611671,-0.000156721,0.004356356,0.204729013,-0.057563477,0.318902343,-0.046896224,0.006150501,0.016662758,-0.034685558,-0.28634428,-0.145542305,-0.079545022,0.031568724,0.052392319,NA,0.069798299,0.033779063,-0.035404317,0.2125,0.012806519,0.052712437,0.057207442,-0.16,-0.03,0.006911178,0.005886782,0.00752687,0.009893011,0.2723,0.1878,0.1131,NA,-0.002282691,0.002903259,27.43,0.043621453,-0.003603608,-19.20756,-0.0605,-0.1488,-0.0096,0.000513271,-0.000851757,0.007554097,-0.012088797,-0.001055409,#N/A,,,,,
01/12/1997,-0.000150184,-0.001203551,-0.022599832,-0.1,-0.017718025,-0.021202208,-0.034974422,-0.019100171,0,-0.001605853,-0.1,-0.014918298,0,0.001476518,0.003016594,0.002594035,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008004617,0.004850454,-0.006500565,0.018057946,0.019593694,-0.015727716,0.02999625,0.005649733,0.017976858,0.029453267,0.007230689,0.032577531,0.003262646,-0.061834251,-0.016736792,0.006756782,-0.010797945,0.005012542,0.005633818,0.006611594,0.006386397,0.006814336,0.008959756,0.011114558,0.000767905,0.000289713,0.000856955,-0.000894271,-0.000310145,0.001977077,0.002906547,-0.003463701,-0.002428038,0.002509975,0.00098718,0.002423058,0.009260282,0.044527511,0.065978824,0.03253573,0.040882849,-0.228252503,0.066985388,-0.306638269,0.087149337,0.113975703,0.050816179,0.01169604,0.253688317,0.039220713,0.126227944,0.013218604,-0.007740888,NA,0.015710552,-0.017499775,-0.109709643,0.0375,0.013436036,0.038872726,-0.018925028,0.07,0.09,0.006403033,0.010173663,0.016775688,0.004494095,0.0933,-0.2315,-0.2501,NA,0.052083891,0.027722178,24.01,0.015609139,0.017889565,5.69326,-0.1869,-0.1437,-0.0211,-0.001785734,0.003242521,0.008598341,-0.002706362,0.001055409,0.322179053,,,,,
01/01/1998,0.000975793,0.002555816,0.002283106,0,0.005243851,0.007117468,-0.020548668,-0.03646968,0,0.0009995,0,-0.007114936,-0.1,-0.000794777,-0.003016594,-0.002594035,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009070357,0.011227063,0.017241806,-0.002171554,-0.013523873,0.037593539,0.032561016,0.008415197,0.051585947,-0.025385465,-0.017442303,0.056518984,-0.009820046,-0.074741284,-0.135341348,0.002242153,-0.054536437,-0.015113638,0,0.001646091,0.005818583,0.001696353,0.000856784,0.002687633,0.000688359,0.000790019,0.001211839,-0.001947293,-0.006763892,0.002005209,0.003312423,-0.004240127,0.003578855,0.002165677,0.000670356,0.003205637,0.00679006,-0.033763431,-0.053723831,-0.032692476,-0.0517546,0.122891987,-0.11172724,0.294363747,-0.170854925,-0.110167729,-0.078451789,-0.035506688,-0.137689403,0.009569451,-0.103209025,0.010428625,-0.005165782,NA,-0.015764382,-0.014810589,-0.123438435,0,0.010776888,-0.027566733,-0.015347849,-0.09,0,0.007224187,0.00249415,0.008234807,0.011993505,-0.139,-0.2892,-0.2761,NA,0.050814513,0.01531777,21.469999,0.01009901,0.055186416,-15.82274,-0.3105,-0.1761,-0.0267,-0.004459178,0.000887893,-0.026794202,0,0.002107482,#N/A,,,,,
01/02/1998,0.000712478,0.0025493,-0.006865016,0,0.006256538,-0.043485112,0.005176888,0.016997576,0.1,0.000606352,0.1,-0.014238699,0,0.004193829,0.003016594,0.002594035,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00786963,0.023641763,0.066139803,0.006500565,0.022439236,-0.005102052,0.00911168,0.009729055,-0.05311422,0.004051322,-0.017751945,-0.058164059,0.008190054,-0.003331486,0.053304154,-0.001120448,0.01642488,0.012610508,-0.063789738,-0.001646091,-0.004758137,0.001693481,-0.00194872,-0.002484999,0.001711657,0.001064275,0.001121662,0.00087619,-0.001869921,0.00823458,0.003269283,-0.003574602,0.000755921,0.002738734,0.002258872,0.00300967,0.004656399,0.007792161,0.009232552,0.047936961,0.060686012,0.013234709,0.129471686,-0.031362098,0.31147419,0.036256137,0.052702109,0.047067511,0.064538521,0.012618464,0.021264091,-0.003535242,-0.001104362,NA,-0.025807631,0.003296706,-0.076408736,0,0.013396553,0.074102273,0.082450129,-0.16,-0.05,0.010011685,0.004820438,0.008119273,0.007723566,-0.0366,-0.0852,-0.0517,NA,0.056228498,0.067503883,18.549999,0.068078367,0.064957896,-3.57956,-0.2579,-0.0041,-0.032,-0.00332124,0.000192975,-0.014991915,0.001354096,0.001052078,#N/A,,,,,
01/03/1998,0.001123932,0.003140189,-0.000574218,-0.1,0.007250161,-0.053244515,-0.012121361,-0.008462674,0,0.000142618,0,-0.011509451,-0.1,0.002033899,0,0.002587324,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003353832,0.010844413,0.013902905,0.002696146,0.00736923,-0.005128216,-0.00113443,0.004140793,-0.014377655,0.006715942,0.095988376,-0.013884795,-0.001632653,-0.049012658,0,-0.00224467,-0.006285376,0.00375235,0.060037388,-0.001648805,0.032328154,0,-0.001287343,2.02881E-05,0.00141116,0.000869708,0.001131628,-0.000818221,-0.000719282,0.000254953,0.003988392,-0.003587335,-0.00137986,0.002017065,0.000621039,0.002867685,0.005957389,0.015372115,0.019798667,0.027667492,0.033649935,-0.007919788,0.041424828,-0.021212917,-0.08240762,0.047049455,0.107335636,-0.011560822,-0.143787893,-0.054764085,-0.014962873,0.017033476,0.00089208,NA,0.038922278,0.012898716,-0.071154385,0,0.026833167,-0.041819627,-0.042110315,-0.09,-0.06,0.01742663,0.005993767,0.00267199,0.007191205,0.0229,-0.0039,-0.0541,NA,0.03596323,0.06050471,24.219999,0.048738462,0.075679064,36.3967,-0.3954,0.0888,-0.0694,-0.003284698,-0.001429195,-0.026542845,-0.004067802,0.007333715,0.756468783,,,,,
